,X,Y
0,416092.05139109003,6193704.712870173
1,416138.71527502907,6193707.037007441
2,416104.4000265504,6193841.404083244
3,416049.7883938497,6193926.068560908
4,416299.0711558977,6193841.642954601
5,416079.9498275383,6193910.009389144
6,416398.07675129885,6193657.712448148
7,416185.4472496554,6193871.227763703
8,416382.11084618594,6193822.448537769
9,416413.12104108656,6193817.841868523
10,416507.0425403678,6193691.233419582
11,416420.8983197319,6193825.261817925
12,416119.83468577557,6193891.9807787575
13,416289.1104805177,6193844.284743641
14,416356.93509814783,6193827.83328524
15,416310.7185463087,6193838.857250503
16,416476.73724823777,6193839.435545198
17,416424.5945265908,6193835.2097380655
