,X,Y
0,428213.06015952316,6188683.509970266
1,428544.66838154284,6188789.348823051
2,428617.76641740405,6188808.29300808
3,428516.17232185084,6188782.026396774
4,428252.1830854859,6188693.214852832
5,428487.5197142354,6188772.814357206
6,428647.3893021879,6188815.597549398
7,428282.27707746945,6188702.401519759
8,428110.578144359,6188320.64581691
9,428399.5929736143,6188724.618311988
10,428697.03597390663,6188806.432066338
11,428502.402622608,6188756.09406934
12,428606.7103040357,6188783.540170704
13,428147.0435558845,6188653.657440994
