,X,Y
0,435310.73426838964,6181969.788973076
1,435232.4844092609,6181846.285790864
2,435311.8125474472,6181856.7919460125
3,435287.92053993815,6181853.251752011
4,435318.05579828256,6181998.064376541
5,435247.2193793461,6181900.497458422
6,435247.65458651603,6181820.235502717
7,435336.99283426104,6181913.185963224
8,435266.02666059043,6181916.46872058
9,435465.9848166722,6181884.331209033
10,435254.74656531744,6182081.488876925
11,435943.6803516367,6181950.61770055
12,435511.2071919881,6181976.71606258
13,435531.9525686414,6182009.245056789
14,435480.27136235236,6181955.024323285
15,435330.533852396,6181837.479087228
16,435473.7015550423,6182006.881590526
17,435329.6963179736,6181789.627700351
18,435303.1653601741,6181798.482238668
19,435845.1834668819,6181746.256644209
