,X,Y
0,420596.24052379443,6192225.878547596
1,420868.816723926,6192327.535984992
2,420908.7296224719,6192329.8125503715
3,420831.7744204712,6192328.213003615
4,420793.2720965716,6192324.352836368
5,420706.75106295105,6192309.6831385465
6,420668.92233179754,6192270.856568718
7,420311.36822942557,6192650.68538547
8,420245.6977068857,6192717.797388995
9,420285.8959368096,6192667.741290551
10,420348.11188021326,6192637.318573892
11,420415.96961087437,6192614.140361426
12,420267.44343912025,6192692.126694906
13,420572.75088542094,6192491.144962596
14,420747.48072117975,6192243.702803595
15,420455.5433557465,6192591.2600626135
16,420219.67143512535,6192314.064714775
17,420520.930712137,6192235.609173897
18,420327.05408302334,6192649.394839405
19,420416.51632140705,6192252.221236339
20,420535.9219313412,6192254.370183629
21,420527.613913726,6192245.06024212
22,420566.6660344417,6192237.887086397
23,420342.3123494124,6192563.618463512
24,420224.7012911801,6192709.389688446
25,420436.8814176624,6192597.503003911
26,420393.3799251049,6192651.848611778
27,420831.32652701583,6192259.20150364
28,420577.3640804836,6192397.994925646
29,420619.8708044285,6192330.0882385885
30,420495.88818748214,6192521.721914647
31,420354.8079324852,6192705.324758605
32,420540.47977084253,6192465.242290017
33,420788.992805789,6192230.697895748
34,420296.62038293394,6192709.735106592
35,420294.0446962355,6192678.612213768
36,420260.69001552946,6192712.845725991
37,420288.0001673966,6192686.850026584
38,420312.5554761166,6192735.602606361
39,420445.5491896922,6192687.737541966
40,420389.38998304866,6192547.167555933
41,420373.44016908726,6192615.812796868
42,420543.3425935417,6192228.963873768
43,420243.36889451486,6192683.107647547
44,420269.2223430077,6192673.169108677
45,420796.9731642193,6192239.235061749
46,420504.00090705656,6192544.282731352
47,420590.3692581577,6192410.89245249
48,420549.9884282013,6192475.198152762
49,420626.92631670006,6192346.211960802
50,420293.94467401283,6192659.577905398
51,420241.92851689825,6192706.845882079
52,420424.6181102089,6192580.696019218
53,420401.23219945934,6192598.937427442
54,420606.106399831,6192367.967481217
55,420560.9710227855,6192439.262211866
56,420649.7762402205,6192298.592598596
57,420398.7303805823,6192561.579082735
58,420607.7386013915,6192538.928546575
59,420594.3430075891,6192327.216574088
60,420391.7026560959,6192594.659715284
61,420402.81731033797,6192228.872658492
62,420304.4954927206,6192301.036669663
63,420704.6377041353,6192262.632559695
64,420889.07522066473,6192292.099413611
65,420589.33790503815,6192300.034400137
66,420477.93316144677,6192549.436906026
67,420466.96485735674,6192555.427107987
68,420279.4045417751,6192753.690467681
69,420231.50225745735,6192337.892437294
70,420310.0789820231,6192233.695173952
71,420273.5076313025,6192277.004779256
72,420246.8275689747,6192313.564518138
73,420497.8970219977,6192406.132448644
74,420287.1427877747,6192769.467125151
75,420246.20058017806,6192697.527422262
76,420267.03132866515,6192734.325525391
77,420491.03445676295,6192550.53219864
78,420252.23551981733,6192705.765461819
79,420521.29741542967,6192531.83109889
80,420277.8122485981,6192680.803526147
81,420915.3925659286,6192314.217105859
82,420733.3304309347,6192287.934023898
83,420862.0765161903,6192308.066468846
84,420544.8134105766,6192513.810621571
85,420610.48015360977,6192418.76156351
86,420368.9297572447,6192625.803438456
87,420449.89267224394,6192576.669312106
88,420428.4331374768,6192590.756251907
89,420595.6075474252,6192443.97043303
90,420654.70386163646,6192345.480282238
91,420580.2468098067,6192469.856245266
92,420767.4495787127,6192295.102201392
93,420639.12409741955,6192369.700042747
94,420503.76837356994,6192432.742019629
95,420361.82634426455,6192637.734255918
96,420369.8735118784,6192646.492059431
97,420379.6891329869,6192673.140273963
98,420329.2263368792,6192536.13991488
99,420475.9719751543,6192684.618288675
100,420480.64328564703,6192359.582537846
101,420924.7907853626,6192283.877221805
102,420729.03457525454,6192248.1593287885
103,420761.7527829671,6192277.951503569
104,420860.9254982993,6192289.60804112
105,420293.79190833075,6192467.660738799
106,420282.3621750963,6192468.984357417
