,X,Y
0,431496.71948113875,6188241.677122305
1,431147.4421091815,6187770.113679965
2,431336.6735925303,6187894.2350548385
3,431440.66206786694,6187881.681134618
4,431472.0984377128,6187749.9444819
5,431504.19677900866,6188231.2067548875
6,431509.90585378103,6188259.501799867
7,431437.8598229151,6187795.567973208
8,431513.00948161876,6188237.857754982
9,431352.5447761923,6187859.921542955
10,431493.08696867357,6188210.0098503735
11,431168.86601139675,6187750.182244154
12,431134.74373194453,6187952.871443197
13,431134.3390710879,6187962.89619607
