,X,Y
0,435938.2462449248,6191099.188125713
1,435997.0648377064,6191182.137097243
2,435609.95285098255,6191330.01990307
3,435729.1133913799,6191011.788438921
4,435777.7248247362,6190997.042180584
5,435856.1669597004,6190984.414907134
6,435824.10314762936,6190983.66530386
7,435607.8160372028,6191114.661508102
8,435558.5480656152,6191156.691106944
9,435948.0142967866,6191027.35842931
10,435914.5212391976,6191018.837417307
11,435754.135027325,6191099.131674179
12,435993.04250101,6190939.535270947
13,435831.9479394015,6191238.566272798
14,435907.8882421982,6191057.115740968
15,435967.17814342614,6191099.873531774
16,435699.4467217167,6191366.53692023
17,435979.70211624913,6191032.344373108
18,436003.67756972276,6190892.404303585
19,435529.0489265261,6191382.872352072
20,435533.52163731534,6191258.580701971
21,435879.6560775628,6191116.417842562
