,X,Y
0,427980.14409670455,6199506.3425582675
1,427924.7317153267,6199334.722724583
2,428020.9679731518,6199541.395462845
3,427930.8034691558,6199458.964401345
4,427979.1309302548,6199614.227249003
5,428039.3953264008,6199514.817272534
6,428001.47144458006,6199578.789468219
7,427978.88364267,6199494.452473879
8,428007.35444056155,6199568.1161505
9,427919.604076413,6199315.772777691
10,427925.5541509164,6199170.513981894
11,427832.73235927033,6199494.442451952
12,427758.71858508146,6199541.097562873
13,427791.897494152,6199451.376511791
14,427788.6190408942,6199528.129953352
15,427857.5957460335,6199336.956452043
16,427845.6998190801,6199627.363089606
17,427949.0891099915,6199311.496118181
18,427807.726923826,6199411.48248402
