,X,Y
0,427231.8491126366,6179814.918764796
1,427267.0723955844,6179744.200646651
2,427242.93977884634,6179791.245589047
3,427300.2680406997,6179698.562763166
4,427261.8030170603,6180082.131947618
5,427269.958083914,6180093.12711579
6,427324.04673821275,6180152.333270664
7,427309.62232466217,6180137.992017144
8,427333.9825948571,6180164.745894324
9,427233.12001524924,6180168.436285695
10,427234.98626905284,6180036.161936184
11,427278.229299313,6180103.563777347
12,427293.970271754,6180121.5563369
13,427301.896014615,6180130.106450349
14,427285.9761683011,6180112.6734331865
15,427359.03591711365,6179725.7436253885
16,427240.0004360523,6180122.01379447
17,427252.3140871006,6180137.72592493
18,427235.589430939,6180218.487059692
19,427422.00236139615,6179703.653709866
20,427316.3714711295,6179711.874110038
