,X,Y
0,428639.27217377984,6181697.53197173
1,428637.0963776865,6181714.042342843
2,428638.54137602745,6181687.414291082
3,428631.2506402704,6181663.712562779
4,428582.03709832137,6181681.329581669
5,428611.392809098,6181554.838517918
6,428571.76664105564,6181464.879012677
7,428617.04006764595,6181566.322540635
8,428594.1085395412,6181514.826359396
9,428579.7381254851,6181480.332141208
10,428616.90497490764,6181581.018360281
11,428600.6834232527,6181529.300631977
12,428587.2955053088,6181501.135215087
13,428548.42942965636,6181457.470531427
14,428559.4511830118,6181391.27946322
15,428558.07712937985,6181571.07606054
16,428603.2538032003,6181685.767540396
17,428542.85797113675,6181549.842418588
18,428678.36637345824,6181594.702946533
19,428555.5234189467,6181560.76572487
20,428557.7021189007,6181720.021971838
21,428154.26128859614,6181806.2632040465
22,428010.9863532206,6181811.417039096
23,428074.3785431356,6181809.14295629
24,428306.4926197947,6181781.152199511
25,428544.446708294,6181696.0844861865
26,428165.54583055025,6181805.742719215
27,428377.88049047755,6181704.392019022
28,428189.1037709136,6181803.794974229
29,428562.17631747155,6181782.284950017
30,428418.1331950192,6181664.657182111
31,428559.78871393827,6181732.4549766015
32,428446.5991581582,6181663.520542513
33,428498.8477868991,6181670.230088635
34,428271.48645571084,6181697.686695684
35,428322.6353882612,6181770.86754552
36,428508.6213379346,6181673.18613488
37,428552.61443359265,6181704.410162121
38,428259.9460771139,6181454.653074332
