,X,Y
0,417766.0059226027,6192947.420770282
1,417499.3118092321,6193094.32176179
2,417526.689037113,6193095.804001978
3,417514.3600212349,6193168.06585441
4,417755.90741517686,6192903.416823811
5,417785.16398299043,6192885.160628186
6,417865.0967282889,6193096.82955556
7,417462.9153366365,6193112.15945309
8,417723.84740066505,6192902.578707767
9,417372.48847453156,6193174.778880145
10,417626.7980866972,6193055.045927386
11,417747.2404609173,6193234.548790556
12,417529.5861272887,6193070.478149723
13,417901.358993983,6192814.3801401565
14,417923.38483908866,6192857.045030264
15,417930.1789842076,6192845.672501634
16,417894.4141504584,6192860.711376176
17,417914.3304190807,6192831.723433368
18,417554.5405322694,6192865.833781771
19,417577.0021725956,6192862.177731893
20,417582.42535509326,6192851.16470373
21,417530.8077618833,6192845.468072597
22,417951.4935687184,6193283.440664405
23,417568.47425277036,6192867.906301337
24,417602.7287260867,6192941.28504611
25,417615.55259712867,6192957.405710094
26,417678.22928617883,6192945.7490708325
27,417596.72986791783,6192908.892475032
28,417596.6326113212,6192897.205259828
29,417605.2534521747,6192866.760953377
30,417676.6423868617,6192862.285955934
31,417595.1687098824,6192918.941386888
32,417700.87990939524,6192909.249371911
33,417700.4077182341,6192937.089439656
34,417610.7323676207,6192947.478231743
35,417723.0993215152,6192873.091971152
36,417716.29306809726,6192883.7971252
37,417629.69485013373,6192960.587694243
38,417665.8533314476,6192949.880749788
39,417693.7308562945,6192862.406382401
40,417653.93677040143,6192866.280100128
41,417713.0360583404,6192893.544241738
42,417595.25883210124,6192877.638304444
43,417703.9034464586,6192923.441421014
44,417692.24764401413,6192922.661061422
45,417645.12455697026,6192959.069609655
46,417654.82084924297,6192955.545455141
47,417577.32827619597,6192836.5669020405
48,418034.156592899,6193071.583426012
49,417564.7377290293,6192849.16360648
50,417566.50374805403,6192826.865093919
51,417400.82202522235,6193045.992259768
52,417703.9931432469,6193148.760275543
53,417721.2885035603,6193186.170520151
54,417612.78029158886,6193048.521858736
55,417410.26632037794,6193025.996313966
56,417554.30422842916,6193063.7732082475
57,417428.27654781775,6193015.410932989
58,417797.0415498448,6193326.113443963
59,417457.07522592135,6193019.203454452
60,417502.3530068184,6193043.722471732
61,417411.24969107483,6193103.793451336
62,417785.05843121454,6193304.744069634
63,417340.02628536336,6193287.1685334565
64,417399.22361672146,6193122.948061687
65,417560.0466394036,6192839.45636992
66,417926.30273589736,6192964.751551944
