,X,Y
0,436415.61722021917,6185826.215850413
1,436369.3884642383,6185802.404876079
2,436332.05200997985,6185782.359826188
3,436110.99042722944,6185752.771483466
4,436099.1086374838,6185720.554751647
5,436588.85807193595,6185551.747811271
6,436370.3995002729,6185832.889375003
7,436566.6162194392,6185599.602711942
8,436172.4624820078,6185726.154061111
9,436421.55495609116,6185546.9600132415
10,436249.62348649447,6185670.9226364
11,436455.8916165042,6185520.410341716
12,436395.57443092554,6185566.263580881
13,436444.9842500092,6185528.91838658
14,436338.81973772554,6185607.056422561
15,436102.350502981,6185774.715736889
16,436498.1240930043,6185489.404288517
17,436451.70776886493,6185538.615336985
18,436470.96453186526,6185522.415926709
19,436264.57072232896,6185660.128528302
20,436083.25800244027,6185789.13343777
21,436234.9880186774,6185681.600905879
22,436056.26632480236,6185807.674816772
23,436309.6074067332,6185628.188907804
24,436381.3687676452,6185576.378484897
25,436279.5839662441,6185649.5561271785
26,436219.73087275116,6185692.622296428
27,436465.746698309,6185512.808218435
28,436203.85205701564,6185703.986814668
29,436142.17990703,6185746.858204682
30,436483.0454685252,6185499.865553687
31,436188.034353295,6185715.239182976
32,436156.8231127307,6185736.736055355
33,436353.33527300926,6185596.714207905
34,436356.66473805206,6185810.939795872
35,436274.7581398978,6185909.984436251
36,436257.9797722793,6186009.409364352
37,436257.88060935156,6185998.390983604
