,X,Y
0,426297.1553732678,6186701.69477623
1,426498.08971265284,6186654.427115013
2,426040.69004655513,6186457.931918281
3,426059.60616891505,6186560.244380634
4,426298.5303637721,6186516.99571897
5,426552.9320112362,6186565.89167891
6,426564.3378113607,6186573.268201419
7,426494.40486280574,6186588.58966312
8,426409.1797543666,6186485.6185714
9,426035.5623931996,6186418.167613487
10,426010.3629606944,6186443.643695164
11,426023.9192517119,6186455.768816259
12,426534.0436732112,6186427.510077641
13,426473.00685469736,6186350.287828068
14,426599.64102924016,6186581.798866003
15,426577.8040145483,6186632.038481318
16,426511.4930727717,6186398.615484149
17,426585.2105076493,6186269.686753624
18,426539.34491237585,6186644.377774177
19,426611.80553708813,6186619.21834172
20,426590.5372883225,6186554.902778862
21,426468.5320434708,6186330.326535003
22,426558.24020582467,6186638.825987512
23,426489.00771941815,6186377.289474041
24,426463.6869061557,6186310.7054738095
25,426521.06488584436,6186649.2513205875
26,426520.8675070969,6186274.894535426
27,426580.86766699504,6186527.904966896
28,426579.20987577515,6186707.710464908
29,426555.70728208893,6186470.668408764
30,426463.81038157287,6186277.308185044
31,426522.14137468534,6186409.3442545505
32,426546.97990286077,6186451.2242937125
33,426563.19245441013,6186272.285659545
34,426526.1577421833,6186687.235608132
35,426601.59252912924,6186623.06456741
36,426503.39151651517,6186275.524443744
37,426542.42565481074,6186693.0826090835
38,426011.7317211159,6186461.431177489
