,X,Y
0,421721.01037138584,6191375.167198393
1,421656.15312169667,6191250.657860127
2,422302.0668760442,6191543.599200294
3,422163.6031225895,6191526.937813211
4,421907.39415524015,6191538.785044137
5,421789.3946407611,6191202.831268947
6,421930.3378542494,6191300.812080461
7,421911.3951508933,6191191.168187041
8,421867.7071852202,6191264.759939034
9,421634.97534264973,6191159.757397749
10,422018.9494338885,6191316.025578199
11,422032.49246323784,6191230.175898735
12,422025.9449017565,6191259.45986584
13,421663.0222443824,6191204.669256643
14,421925.46592158335,6191252.809142047
15,421918.6311381487,6191241.80020913
16,422002.27411044214,6191325.231470614
17,422159.77000378194,6191289.224988166
18,421766.3328493379,6191316.016107257
19,421828.48976664606,6191346.620597893
20,421644.619918217,6191495.662122244
21,421791.28683329525,6191380.465823596
22,421680.1891850685,6191433.903452455
23,421747.8489417933,6191405.295663531
24,421760.03021912475,6191386.484982249
25,421832.23356990714,6191276.531991448
26,421767.43647349195,6191373.660597275
27,421913.2984133273,6191230.764211713
28,421844.52526945004,6191555.281236431
29,422013.717625532,6191293.187611727
30,422029.7383377763,6191358.912645933
31,421861.7112046854,6191359.268466318
32,421898.1331287525,6191257.75467006
33,421865.09173534357,6191369.671685362
34,422174.0153559086,6191266.704849431
35,422332.0962037479,6191640.243849288
36,421833.0858675334,6191629.071010894
37,421825.29250713205,6191596.149233716
38,422037.97606017394,6191312.232169357
39,421692.37097525,6191370.118742083
40,421655.2932807674,6191317.35489252
41,421737.98787879426,6191337.679133968
42,421761.4281248123,6191502.011240602
43,421842.00735238945,6191134.643758475
44,421849.5140595222,6191172.468863445
45,421755.7582711107,6191361.403529414
46,421759.3351833736,6191469.320579012
47,422114.5635563355,6191135.746574165
48,421691.3982363975,6191302.452960505
49,421639.2143613822,6191324.881595825
50,421691.67790759535,6191473.771437789
51,421661.7940901212,6191638.733447065
52,421667.492238261,6191652.656893735
53,421717.3037131298,6191346.735923699
54,421811.417804652,6191306.073800498
55,421803.8362214864,6191312.667277545
56,421773.3301124626,6191342.940815904
57,422349.79993908625,6191157.573016838
58,421862.46941612795,6191175.686135646
59,421705.8188515997,6191338.2604162
60,421738.9507117423,6191287.010553318
61,422309.31203046755,6191242.457484761
62,422225.26577618555,6191254.874993886
63,422136.3385300821,6191385.827440486
64,422330.5886547775,6191255.879762546
65,422024.1026678229,6191480.576742306
66,422143.8830524866,6191373.6691688765
67,421662.88187715004,6191325.010154271
68,422133.945121812,6191440.751733809
69,421824.1280496205,6191635.689305214
70,421719.10947390815,6191391.231817415
71,422353.80139230925,6191241.1032606345
72,422337.0183370783,6191230.383332553
73,421702.2359950114,6191358.251688084
74,421751.5453899398,6191329.196451419
75,421763.95747231704,6191330.085485874
76,421754.7826713582,6191342.051247202
77,421845.44264003186,6191144.600691738
78,421775.9170390349,6191382.190511696
79,421822.2323240375,6191506.368194491
80,421651.6838411602,6191457.017156563
81,422140.44262011064,6191136.951218542
82,421753.7886149585,6191300.880328358
83,421701.90525800997,6191145.9679411175
84,421657.845989806,6191628.117997189
85,421919.9802816404,6191136.020805262
86,421805.62538888486,6191155.115442262
87,421828.42832007114,6191128.09816156
88,421800.1476472586,6191136.067065014
89,421915.95464961394,6191444.119024334
90,421706.3073280918,6191458.812583631
91,421678.0645043049,6191447.968357249
92,422101.95019620715,6191329.115339886
93,421930.8855712293,6191129.7016144525
94,421746.24309888785,6191208.953929087
95,421677.53781665565,6191647.354456215
96,421968.52232717565,6191529.890972966
97,421941.16961026966,6191530.16114516
98,421816.1826034575,6191587.407949897
99,421906.9592488024,6191528.551332959
100,421841.7592661212,6191537.297099147
101,422099.78406484635,6191532.426558786
102,421722.1352696611,6191454.7416139105
103,421675.5914762353,6191380.441012321
104,421740.72494639974,6191371.360039539
105,421771.07828671066,6191207.8374693375
106,421779.68591432186,6191174.84228007
107,421768.7472931076,6191269.440216143
108,421669.93201393995,6191289.037201575
109,421661.79538157734,6191296.086253193
110,421646.77995625505,6191310.495618162
111,421648.1080610254,6191280.080869496
112,421639.0264264494,6191290.26405384
113,421697.0617987864,6191324.837493162
114,421712.7150199209,6191314.535667451
115,421886.8677649914,6191532.253227037
116,421695.26633062144,6191273.996105801
117,421788.99876094615,6191250.261263999
118,421798.06903383904,6191326.129932338
119,421791.73307647737,6191356.635016954
120,421686.94499604544,6191263.904964021
121,421788.7697242977,6191237.574777246
122,421705.29153975577,6191284.835717159
123,421802.16284895025,6191265.051991682
124,421793.0975057264,6191224.1380989365
125,421679.7642704684,6191254.572465554
126,421688.4395957025,6191443.550572586
127,421658.13136410655,6191186.946286641
128,421661.7012527237,6191214.712062589
129,421660.5183670412,6191176.9955247585
130,422186.19045005034,6191160.285937352
131,422175.94691644935,6191133.752905789
132,422164.61039118917,6191133.511281398
133,421676.83122208714,6191410.920645759
134,422236.0321863621,6191533.763386768
135,421910.8952297615,6191323.204097434
136,421920.47569026484,6191316.352141442
137,421849.3639662067,6191257.854929135
138,421908.53667550173,6191362.542989575
139,421745.7377922819,6191267.62936639
140,422339.53422815277,6191154.194760122
141,422335.87641741836,6191142.237678701
142,421635.7040460982,6191200.04253986
143,421680.0164671829,6191289.300158372
144,421638.01957226364,6191241.523515727
145,421662.9678338718,6191270.9064299455
146,421647.5441120346,6191255.823016618
147,422111.48223971657,6191587.654097968
148,421675.9482357284,6191323.994643489
149,421793.8241622044,6191316.410292447
150,422051.9712572332,6191613.32655619
151,421794.575056274,6191340.664770051
152,421763.553677089,6191404.789358378
153,421763.08951655484,6191427.6186059
154,421783.5755430081,6191324.387809987
155,421779.34700710466,6191312.107499441
156,421732.54972968413,6191327.75846581
157,422315.4397383126,6191580.651869002
158,421810.4993337954,6191282.935560528
159,421787.39037887723,6191265.207348394
160,421643.24772510404,6191184.432426083
161,421642.47078881995,6191141.476446075
162,421648.01388296444,6191195.255714144
163,421703.7669050451,6191439.488587351
164,421691.6119595085,6191463.197101904
165,421692.4686527586,6191389.375566806
166,421669.7728088014,6191522.592276127
