,X,Y
0,420920.5416746561,6188499.351597945
1,420915.9064201295,6188489.083248549
2,420987.00532656617,6188564.376179933
3,420956.69744678563,6188551.347359507
4,421169.94779928133,6188496.257496304
5,421128.862933449,6188672.5581643665
6,421105.69805492833,6188528.707271418
7,421213.3217597878,6188487.1201059185
8,420908.94921399135,6188564.46338082
9,421146.01266533905,6188509.8285946855
10,421190.05077398784,6188485.539210632
11,420984.6872154378,6188550.614578577
12,421023.538055709,6188558.033241268
13,421197.57926442364,6188641.2520276215
14,421231.3509246259,6188545.013518033
15,421066.2402956367,6188546.45752197
16,421235.96245058335,6188491.940887258
17,421044.4067736626,6188878.3698672075
18,420908.8179968194,6188907.5583234215
19,421040.4877593742,6188704.446017215
20,420957.15670241724,6188899.552212406
21,420872.9447076301,6188912.1091356585
22,421059.00192713895,6188699.433406044
23,420996.9083966717,6188715.926696414
24,420903.97071776167,6188737.992912725
25,421010.2182805671,6188889.456812511
26,421114.1144871478,6188784.704329511
27,421045.52243264293,6188819.237926637
28,421077.89297712804,6188797.720167391
29,420951.57376851817,6188727.328498878
30,421033.85431096423,6188849.284538587
31,421311.90898347436,6188803.5969905285
32,421565.6272500936,6188949.839672426
33,420903.8610113589,6188525.927678984
34,421400.54529238155,6188741.20795458
35,421343.9784106375,6188737.780919664
36,421363.1968162421,6188667.96796598
37,421373.0732229936,6188670.23792141
38,421385.2486305531,6188668.013372675
39,421380.51400719624,6188738.565457345
40,421393.7599530266,6188733.204525958
41,421378.471452723,6188750.291207969
42,421378.0681392828,6188714.230491767
43,421360.91224317346,6188783.783332676
44,421085.82478941075,6188517.602815652
45,421201.7500231897,6188698.395320062
46,421313.1253075482,6188746.355854962
47,421287.7427325642,6188745.703363746
48,421272.6217663306,6188627.086915725
49,421271.25222919945,6188658.615663583
50,421270.96126048465,6188642.590703051
51,421288.12849271775,6188625.469538636
52,421363.0281599426,6188727.750446287
53,421278.6461195857,6188717.370299489
54,421279.97741863254,6188732.040519776
55,421374.5246326695,6188726.094781796
56,421332.4476538506,6188737.5448294105
57,421276.0845269776,6188693.59408359
58,421272.42396387586,6188671.396319216
59,421343.3416217469,6188609.439252582
60,421374.37986094464,6188690.474662399
61,421380.6258997712,6188699.82369443
62,421006.3803381577,6188585.953464578
63,421288.2276161102,6188461.8257127
64,421511.35838787677,6188938.24252104
65,421031.5965261392,6188591.1715384275
66,421278.91438378784,6188521.66288915
67,421286.4295582438,6188511.173597887
