,X,Y
0,422099.83898635313,6195072.223294465
1,422138.67787242547,6195019.759593764
2,422045.421142411,6195009.861364317
3,422067.96575894975,6195021.700620065
4,422091.6651202233,6195024.724782296
5,422134.43997126014,6194940.686155108
6,422093.19830989756,6195040.393535157
7,422117.77104657295,6194994.643213114
8,422051.8763416114,6195323.004482424
9,422388.445029375,6195413.469195273
10,422386.84538762295,6195425.4093022505
11,422368.0281423564,6195418.956323896
12,421723.83630205906,6195327.925539639
