,X,Y
0,428715.79694587924,6194760.685675838
1,428793.19917897874,6194355.44071693
2,428786.7380113617,6194369.573011695
3,428833.6169758573,6194359.562506006
4,428589.99300575233,6194445.3940187115
5,428676.0191881859,6194430.839854242
6,428718.6292063974,6194431.362270679
7,428661.8722692237,6194430.293820596
8,428648.01220467145,6194431.969450855
9,428660.28059179673,6194443.789460972
10,428728.34170522576,6194424.745894272
11,428895.2606387907,6194357.213417614
12,428659.90466104937,6194417.190807883
13,428852.18554939376,6194366.4928087015
14,428706.5719951681,6194428.555323617
15,428907.47781457484,6194343.098049389
16,428823.3306282466,6194361.735386284
17,428759.42823587253,6194363.677414767
18,428347.97663495725,6194461.528065641
19,428422.78155333345,6194460.735389969
20,428196.6553277187,6194450.455480918
