,X,Y
0,422162.13576763764,6192246.432479429
1,422278.4706253798,6192220.631704512
2,422048.73177156784,6192295.895085229
3,422030.48686017125,6192297.670708524
4,421669.73999091954,6192358.394284211
5,422093.1458032713,6192266.597628122
6,422197.598369432,6192244.904667883
7,422011.6227017256,6192296.340564975
8,421898.8570478994,6192290.8029299
9,421994.9173341867,6192286.2885572
10,421944.797862847,6192210.825195926
11,421939.73864504334,6192201.008786979
12,421907.4707876348,6192261.704043817
13,421989.04400365765,6192234.741276749
14,421732.0838390854,6192310.066760237
15,422022.1114333666,6192273.998758139
16,422135.26452888764,6192255.821228409
17,421685.6084968839,6192325.601405927
18,421898.81879135454,6192309.505607379
19,422270.89600672934,6192227.558235578
20,422148.38071493636,6192254.249568033
21,421927.3809244435,6192279.379117343
22,421934.93485518754,6192271.339128162
23,421966.98460018146,6192281.893644515
24,421700.1771309154,6192297.062312386
25,422038.533834613,6192695.944750843
26,421687.3248013492,6192351.285635961
27,421703.01201894594,6192350.000086689
28,421968.60659032565,6192305.909820679
29,421902.1420419697,6192320.243846249
30,421942.6084926952,6192311.610449392
31,421915.9261865,6192317.546215399
32,422163.94353002537,6192263.43212668
33,421888.6304587177,6192546.24730326
34,422001.10550909815,6192369.222780556
35,421925.4703790277,6192513.63368842
36,421824.45396404597,6192423.615987899
37,421861.843247018,6192546.285301263
38,421818.0595553161,6192523.586759158
39,422372.4906283715,6192203.4717736505
40,422089.4640248802,6192281.135622081
41,421880.2681351019,6192322.085553236
42,421830.0465848731,6192310.412475288
