,X,Y
0,422705.47426590195,6194908.183117227
1,422636.8549143178,6195261.630230052
2,422661.2325949394,6195295.703998417
3,422770.41274036304,6195406.188119242
4,422814.1672163412,6194924.276816149
5,422736.0254181524,6194899.065720179
6,423047.28129677905,6195239.5047193775
7,422651.9137884346,6195411.199552639
8,422442.78873876587,6195402.4756498365
9,423027.8868636279,6195228.717622084
10,422912.7212958024,6195259.600313705
11,422686.73620427336,6195382.301457395
12,422954.09101011744,6195278.567219916
13,422562.7405508875,6195136.161089533
