,X,Y
0,430035.1479717149,6189569.518984866
1,430035.9990870442,6189482.567703814
2,430034.9349712359,6189540.802976998
3,429710.91402070376,6189545.377229094
4,429589.72232238407,6189753.056053032
5,429710.4903358321,6189534.697775468
6,429710.126704176,6189581.790288792
7,430046.76219983987,6189555.751021054
8,430064.5927489178,6189570.156969276
9,430073.6454337468,6189587.821425569
10,430045.88999583264,6189567.675874489
11,430034.65680666897,6189527.449585452
12,429646.83567445364,6189564.004699642
13,429663.4172087814,6189555.386908603
14,430145.66890523117,6189891.1084103985
15,429679.61636541935,6189573.379885463
16,430052.44261393463,6189539.0733172195
17,429980.55691434967,6189566.838387733
18,429669.211642767,6189568.984743482
19,429663.34250364196,6189581.658675329
20,430187.2147813412,6189861.719561764
21,430120.40505313076,6189823.390473559
22,430132.6271684917,6189851.244984771
23,430179.30404983676,6189786.597618509
24,430259.2193744258,6189787.092043722
25,430234.6540201539,6189782.14423653
26,430192.36921890464,6189785.1626986535
27,430129.4874694635,6189804.097753411
28,430214.51243178453,6189783.581643949
29,430118.9162685504,6189812.616856609
30,429691.4996753203,6189572.407905461
31,429825.63619077846,6189463.482375655
