,X,Y
0,417726.09076692385,6192262.978026534
1,418021.0274091107,6192166.43319386
2,417688.7621412924,6192248.658575591
3,417878.6381941499,6192246.612423993
4,417780.42898268613,6192253.374095944
5,417714.00114129373,6192269.107905078
6,417957.57994090434,6192253.688163157
7,417929.0917110338,6192249.997631994
8,417805.89325790084,6192249.439676252
9,417842.84432813973,6192247.179989457
10,417741.3957339946,6192261.351401623
11,417658.38429043617,6192277.289773906
12,417751.7731520266,6192247.461423927
13,417945.58492309955,6192254.917334064
14,417919.3064306351,6192235.710950567
15,417930.90355287207,6192236.604406073
16,417891.8410370949,6192236.454238985
17,417862.50900718325,6192237.789724957
18,417945.63068962446,6192244.118031504
19,417827.07016324246,6192240.577168525
20,417945.36970333284,6192160.963897372
21,417970.3371602311,6192246.433089244
22,417880.0922854473,6192181.348918689
23,417969.14109636255,6192199.810965347
24,417839.807683091,6192202.596615071
25,417976.28818390786,6192226.838663789
26,417971.542789166,6192257.208686862
27,417929.8519859479,6192164.597654687
28,417763.35303014773,6192237.5563108
29,417862.2173663904,6192192.708983838
30,417814.7201103891,6192213.203127761
31,417789.20943182486,6192224.597090341
32,417702.22055634356,6192268.441166077
33,417974.56511253037,6192215.182273477
34,417873.4353538562,6192233.01821856
35,417733.8168140927,6192247.913808733
36,417991.3354192202,6192261.175475117
37,417781.13192156283,6191739.71113054
38,417838.36979392543,6192235.687165468
39,417816.17742904776,6191805.061227853
40,417463.3286312774,6192273.544134921
41,417480.248544179,6191781.724616047
42,417788.0170163741,6192079.341683147
43,417671.8290242566,6192253.544740814
44,417788.1687132579,6192242.317391895
45,417909.27576176595,6192244.807002037
46,417501.88235580246,6191974.237569626
