,X,Y
0,423973.84060653613,6187096.222997705
1,424205.11543425056,6187198.819653912
2,424194.8009656773,6187279.149521008
3,424153.4543223325,6187258.276365731
4,424179.46800745017,6187269.510102768
5,424201.6942212117,6187225.373337426
6,424141.46489297075,6187285.759160602
7,424182.41592215607,6187237.39872
8,424130.1750847802,6187249.332654814
9,423877.03094609757,6187164.6008055275
10,423922.00059686694,6187095.350685993
11,423954.8035074122,6187164.906576533
12,424066.1931066767,6187077.351079967
13,423864.63789746177,6187001.179164997
14,423776.34919669543,6187183.623162618
15,424309.3354186506,6187156.257265888
16,424258.2576983431,6187141.564115879
17,424413.08171900647,6187183.502567239
18,423990.0194916659,6186792.81778805
19,424356.3524631174,6187171.689725757
20,424039.8606231414,6186811.75967188
21,424412.8548164352,6186789.2154805185
22,423760.57130030106,6187130.912475771
23,424172.5798239165,6186814.447421784
24,424067.99635985267,6186772.1942153545
25,424313.5233311056,6186871.875913047
26,423752.7411163422,6187220.216788544
27,423801.1233880819,6186774.535309005
28,423780.2881364983,6187004.775335022
29,423785.00796678005,6186938.123554795
30,423757.8433135667,6187186.063430508
31,423736.3669315274,6187254.790946792
32,423814.7879576279,6186871.03165926
33,423748.2421753041,6187238.774859295
34,423777.68935109343,6187131.502228347
35,423772.7339316152,6187156.190842813
36,423735.1803419145,6187279.969958198
37,423797.4102001041,6187019.836598785
38,423838.5749290299,6186780.222910105
39,423757.21841279673,6187211.121238497
