,X,Y
0,415332.1170087017,6198636.697590084
1,415449.1339243921,6198659.45508097
2,415909.18561480334,6198695.788294962
3,415476.18803269416,6198658.925832575
4,415728.0089915411,6198671.26334688
5,415975.1804963916,6198704.969274513
6,415402.1122500498,6198652.1371485805
7,415616.91939570045,6198663.857051327
8,415504.7634370897,6198659.480277392
9,415844.72029033554,6198688.13710157
10,415538.4822004673,6198651.362205854
11,415875.35965264565,6198711.253116167
12,415801.1077809693,6198695.332273495
13,415506.7839722312,6198634.948838143
14,415660.8278573813,6198675.023177752
15,415536.9824513257,6198638.588920203
16,415932.3767982695,6198721.610161393
17,415350.0896999674,6198625.658095447
18,415590.4531781317,6198662.4813788785
19,415526.7506233996,6198741.877680051
20,415460.2840737262,6198746.962618431
21,415297.87659499026,6198723.424453507
22,415317.2867414842,6198725.159251336
23,415452.11680888594,6198779.963881062
24,415278.7605827117,6198717.564871298
25,415366.1233371504,6198729.43486607
