,X,Y
0,418327.01597525616,6194320.225846322
1,418476.6276674728,6194078.726178996
2,418594.2246695792,6193923.998928351
3,418344.6574439175,6194180.849087721
4,418339.4393328695,6194398.363625022
5,418439.2323973217,6194109.710863738
6,418542.9179536768,6193997.213454376
7,418614.11265835725,6193886.888035831
8,418323.6760441547,6194259.283234057
9,418566.42482702096,6193962.928633878
10,418377.368922093,6194133.809883305
11,418507.22021647193,6194045.3094632225
12,418742.55906152405,6193926.221179604
13,418751.25713451,6193916.261398735
14,418773.3506399847,6193889.908282509
15,418245.29525959055,6193918.886602333
16,418663.0561606857,6193974.136526383
17,418784.17035763623,6194059.696678134
18,418187.399580705,6193954.379731691
19,418164.0723261014,6193961.611506537
