,X,Y
0,411925.0426940317,6191507.485995259
1,412087.94812017103,6191494.825292886
2,411995.63170769985,6191835.471904306
3,412089.1781397688,6191444.368642269
4,412044.9648599485,6191835.471791062
5,412010.39190463244,6191797.765705931
6,411747.77477174735,6191574.217098736
7,411740.55545465305,6191567.127833332
8,411815.116940253,6191646.767734193
9,411860.4542077872,6191665.661441859
10,411881.73411365954,6191646.8593010055
11,411827.9259581629,6191645.50502664
12,411782.1814664041,6191634.301608761
13,411797.85766143684,6191623.183515404
14,411806.9837286658,6191631.681319443
15,411823.19264306815,6191631.351334422
16,411833.4656023535,6191616.224213848
17,411933.38481799944,6191600.609559937
18,411938.2708496128,6191609.973137512
19,411921.3355755434,6191583.821304435
20,411551.2914616418,6191564.308505418
21,411721.75258918287,6191526.208100465
22,411578.08432809665,6191557.9724245155
23,412019.3539837634,6191489.983523739
