,X,Y
0,438939.07715790137,6193142.15816327
1,438895.090039151,6193275.127924776
2,438875.10457693884,6193268.842695104
3,438860.19048861106,6193280.518367058
4,438858.95949605666,6193233.2284369
5,438877.9468951839,6193279.599762432
6,438892.5445525791,6193258.801091478
7,438853.3779468741,6193320.90929124
8,438868.96396250493,6193303.658536781
9,438875.8817522613,6193244.120608432
10,438840.6555495411,6193421.269234388
11,438713.1669895644,6193413.944751569
12,438718.6797043229,6193445.367844439
13,438724.570691868,6193415.119055126
14,438813.80764085305,6193385.361119082
15,438812.4718415029,6193476.766646914
16,438837.8441941724,6193386.13456255
17,438921.791974633,6193047.898721237
18,438967.07006638154,6193032.901041993
19,438871.19933461695,6193289.156498516
20,438865.6400815346,6193272.093056285
21,438990.2942030998,6193046.93285927
22,438976.8406707773,6193042.447392943
23,439008.17452517175,6193028.091957381
24,438968.12846477726,6193059.155573754
25,438978.752321394,6193053.774194522
26,438771.32330751966,6193447.183081141
