,X,Y
0,426660.1276326818,6185458.476561609
1,426679.2274295988,6185520.380116088
2,426707.1497800008,6185581.355539943
3,426705.3373359246,6185184.429689249
4,426684.32341747644,6185179.997915065
5,426758.14821687783,6185382.795692065
6,426774.8389374714,6185376.280347104
7,426692.0490457312,6185128.884266887
8,426759.5987931446,6185227.261420653
9,426645.8767124359,6185197.567602432
10,426739.18468071846,6185236.065985706
11,426726.94325353566,6185242.506349495
12,426865.72912183125,6185226.919201688
13,426701.63215921225,6185236.03201276
14,427318.4930472098,6185366.030125754
15,427203.37970132753,6185469.70258787
16,427151.8389993652,6185469.008858822
17,427142.21596970584,6185429.764245121
18,427123.02430640254,6185365.745339478
19,427095.6471097365,6185314.55408971
20,427066.89013529284,6185300.677299092
21,427118.8222121432,6185335.7603700645
22,427007.9828396092,6185283.300168033
23,426915.75191141665,6185193.1269392725
24,426983.74022512056,6185228.4947401015
25,426886.1152883096,6185182.939580581
26,427182.43891737773,6185462.039036262
27,427037.32102878945,6185290.710432722
28,426854.5817093122,6185179.24076292
29,427131.71419278154,6185401.666076965
30,426783.3098480488,6185343.298954156
31,426744.3649502418,6185349.855822033
32,426750.7269584766,6185370.230783587
33,426891.36517959484,6185401.588824348
34,426596.4844540196,6185220.331976136
35,426621.83181513415,6185510.774912568
36,426651.5140666773,6185557.137710198
37,426683.0888959757,6185604.247948426
38,426695.46255762194,6185627.972119559
39,426615.4041055663,6185482.8316746
40,427193.3440289995,6185446.93966618
41,427278.707336,6185460.870373964
42,427306.0230207656,6185474.8839827245
43,427203.21633713495,6185437.534798735
44,427166.76326085464,6185424.454350768
45,427292.65298382135,6185488.799868051
46,426886.01360982517,6185162.013723591
47,426859.0288541246,6185156.6798224365
48,426714.4165734566,6185116.929639281
49,426914.6521807483,6185168.76706581
50,426788.53257355327,6185143.730920553
51,427247.74767287064,6185476.305611893
52,426687.9164444484,6185106.913295372
53,427243.67623480037,6185338.118543925
54,427312.0833967448,6185443.72514719
55,427108.0867680273,6185230.301045207
56,427313.27193937235,6185492.239300277
57,427224.2069196119,6185463.11960537
58,427281.33931260917,6185382.236720952
59,426594.8322832894,6185256.0926883295
60,426599.76780789206,6185429.3299073065
61,426922.7730803911,6185185.661825966
62,427318.5914337991,6185349.4423019355
63,427063.5355110013,6185224.147730508
64,426627.2375728611,6185107.381871859
65,426745.4526341998,6185113.400247442
66,426961.7808025206,6185201.368908238
67,427255.57982401224,6185307.752229026
68,427001.7788291029,6185212.607009295
69,426605.44123825553,6185123.446025776
70,427296.4765309328,6185324.098508088
71,427195.9663827177,6185408.9366833875
