,X,Y
0,427710.23066871695,6192143.367107229
1,427871.23127008684,6192166.953608605
2,427749.52596401074,6192150.169645546
3,427977.20724043687,6192178.881926103
4,428039.7051084413,6192184.633365343
5,427650.46379861503,6192132.565479894
6,427914.50849984016,6192172.355505841
7,427624.6214899734,6192125.538990591
8,427766.4615701522,6192152.336129056
9,427440.3336533852,6192199.086781081
10,428148.48539530346,6192173.253940687
11,428137.36632085155,6192182.121179861
12,428090.524971925,6192180.672350448
13,427998.8404387299,6192173.735561793
