,X,Y
0,436093.5382668312,6201903.197528684
1,436225.1759206155,6201992.194374361
2,436158.8331085032,6201956.552697918
3,436089.3588550984,6201945.670160275
4,436092.0362401825,6201932.495430144
5,436135.0090182595,6201899.466952847
6,436148.3555322387,6201932.107218894
7,436103.8475090069,6201899.371540562
8,436074.53345474694,6201986.074166117
9,436085.5881575317,6201977.784516242
10,436086.5305014546,6201999.2542277
11,436139.46180928726,6201913.426673932
12,436099.3168971986,6201913.909467411
13,436169.2213782366,6201962.29872285
14,436122.68053729256,6201901.875660966
15,436236.15383285703,6201999.824187136
16,436209.3018362863,6201750.431789907
17,436165.2066874483,6201792.158584859
18,436135.84505716484,6201842.016415861
19,436228.5867566404,6202007.505347092
20,436203.4891356754,6201762.762254971
