,X,Y
0,430611.4302939373,6190312.302305591
1,430616.41509574425,6190193.448901675
2,430654.93913621735,6190331.308684698
3,430296.16048590536,6189911.282555727
4,430617.28330631886,6190357.180038692
5,430638.2831785762,6190374.320385751
6,430645.9598407272,6190423.621582054
7,430892.5002310213,6190221.318891568
8,430477.776690355,6190384.4619399095
9,430555.7786483389,6190328.777939108
10,430635.7333853224,6190281.5241097845
11,430732.70728706074,6190245.1312728105
12,430789.70587078604,6190261.919730853
13,430770.27708096546,6190256.88693036
14,430757.26940514875,6190250.08188258
15,430780.55240983475,6190257.279368296
16,430775.0277698254,6190346.531225609
17,430735.2547972748,6190279.153062099
18,430747.89464881737,6190239.434093419
19,430736.4318016588,6190297.946550257
20,430774.8221354389,6190235.664406319
21,430751.5417824497,6190334.439146106
22,430743.0257066725,6190263.8899711985
