nan,1.291009029691397245e+02,2.114003008462408317e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.453385763680762466e+01,7.651412513366831547e+01,0.000000000000000000e+00,nan,1.004305017494748995e+02,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,4.622478291950498601e+02,1.733952152591886886e+02,nan,0.000000000000000000e+00,4.191076660577947877e+01,nan,nan,nan,nan,8.221754730888186202e+01,nan,nan,nan,nan,nan,nan,nan,1.754624773821782924e+01,nan,nan,1.104509390306419476e+02,1.379363072195712618e+02,2.843082842466550346e+02,nan,nan,nan
nan,nan,nan,nan,nan,3.277154090422635022e+02,9.786009080443749042e+01,nan,nan,nan,0.000000000000000000e+00,5.768099213006975390e+01,6.384758421945566909e+01,nan,nan,3.359427319516470334e+02,6.625028301828265853e+01,5.933268025773288912e+01,0.000000000000000000e+00,1.248751182123521630e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.143622847731839727e+02,2.108466730227849553e+02,nan,nan,nan,nan,nan,nan,nan,nan,3.435796014030873380e+02,1.393507418994815623e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,2.056079788489779503e+02,7.998178528058514303e+01,0.000000000000000000e+00,1.199019755678571499e+02,2.150543089909508154e+01,1.199136139099078093e+02,8.598276812899621291e+01,2.968732051548931850e+02,0.000000000000000000e+00,7.736848846273304048e+01,6.641219346526676759e+01,1.067963365587155096e+02,7.144542273543459032e+01,8.600780373142353596e+01,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.715607702824834178e+02,nan,7.997182292350321120e+01,0.000000000000000000e+00,8.820063161820395692e+01,7.826566513306957518e+01,0.000000000000000000e+00,nan,nan,nan,nan,nan,1.171545216453370273e+02,8.429659722436218772e+01,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,4.049772483521123831e+02,nan,3.501483464463202608e+02,nan,nan,5.340741989160952130e+01,8.991051578699767788e+01,nan,nan,nan,4.221500663455646674e+01,1.728945919090037719e+01,5.408131234374181417e+01,1.005553901859010324e+02,1.169645294893368117e+02,8.356140624846673859e+01,nan,nan,nan,nan,nan,nan,9.580888728771256524e+01,1.291829172067736522e+02,nan,nan,5.679410489500568815e+01,nan,2.115531299786084674e+02,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,2.599482785157972557e+02,0.000000000000000000e+00,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan
nan,nan,nan,1.304751460934257068e+02,0.000000000000000000e+00,2.976427273868962402e+02,nan,nan,4.630479447826425599e+01,1.117320963928186188e+02,5.165174157478615058e+01,7.134556820910959232e+02,1.772548750469289018e+02,1.216954396335747788e+02,6.089980286883206162e+01,6.405310262240159602e+01,1.078332668435670598e+02,0.000000000000000000e+00,2.813684481006619649e+02,1.792403700190920119e+02,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,5.031305645741097976e+01,2.947456956869426108e+02,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,1.556610317542954078e+02,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.722928912406041206e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,0.000000000000000000e+00,2.165649449080679858e+02,1.274783076262830548e+02,nan,2.196132458280328876e+02,3.144839809983745482e+01,nan,5.843849610079793422e+01,8.653018722285348474e+01,9.614606014243625509e+01,6.064168502994991172e+01,6.551063133770446711e+01,6.826590798816837946e+01,2.515055676050546083e+02,1.641192494633122223e+01,1.206841785809812251e+02,1.297600680970379869e+02,6.444474321958358587e+01,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,3.192611083932898737e+02,7.955723889629187795e+01,nan,nan,nan,0.000000000000000000e+00,1.925627315197317202e+01,nan,nan,nan,0.000000000000000000e+00,1.156584082604361896e+02,1.201601970254512537e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,2.054676821817382972e+02,4.946048995398898001e+02,0.000000000000000000e+00,4.955780392035172355e+01,1.719179186675528399e+02,5.741732660173460090e+01,2.796912524269406219e+01,6.435009445856226762e+01,6.286483205052278578e+01,6.401821671092258725e+01,6.504276482168918960e+01,1.010394919428372447e+02,0.000000000000000000e+00,8.544114423261092384e+01,8.847343373492812191e+01,1.295493794620347217e+02,5.060722481650642379e+01,8.116336562758705497e+01,5.137109886968213601e+01,nan,nan,nan,nan,7.070489979809562442e+01,1.017879828235601565e+02,nan,4.497683608197690432e+02,nan,nan,nan,nan,nan,nan,nan,1.042582969293691875e+01,8.050068462067467578e+01,1.435521099056650769e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,3.278288210460463148e+01,nan,0.000000000000000000e+00,1.068253902548748613e+01,nan,1.625150385941005311e+02,5.686116749081152477e+01,nan,4.308925067808166176e+01,5.273623002511740054e+01,1.472504996590494102e+02,1.017653203322394830e+02,9.503850022363818084e+01,8.001834114860899660e+01,4.525273473047852946e+01,1.588725555550682884e+02,2.110882582318723450e+02,8.536602846496009533e+01,1.159960588770963170e+02,nan,nan,2.299325992904175564e+01,8.286113993040942205e+02,1.697334128080220523e+02,2.866952247579828850e+02,1.928163855651161214e+02,9.580721395359033465e+01,nan,nan,nan,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,1.202977075302954404e+02,3.949019409748740941e+02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,2.534180779313106484e+02,7.035370389337919050e+01,nan,6.079038823297347705e+01,8.711938818756505043e+01,1.255279292068274799e+02,6.349910038911199450e+01,6.525684787106548868e+01,6.146577219059113162e+01,7.510896284998683825e+01,5.902703795962371913e+01,1.024962033358091844e+02,5.269258228573149694e+01,6.577064610640368869e+01,1.839464547060826192e+02,nan,1.235682979632835696e+02,1.719082104075679354e+02,1.558684686318820241e+02,1.312965263532690869e+02,1.031660138759728369e+02,9.591816973810350078e+01,3.854205944617439741e+02,nan,nan,nan,2.221767854176770243e+02,8.471806671102427799e+01,4.854130757109280836e+01,6.530377726002198813e+01,nan,nan,nan,0.000000000000000000e+00,8.313806096051908412e+01,1.215715586344447701e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,4.927202045974088662e+01,3.775790816138538730e+01,6.006216181653192621e+01,4.888496721822788516e+01,4.415736522515509677e+01,5.016064873724769200e+02,4.275988744876752179e+01,1.127634327283772109e+02,8.434919820781691158e+01,6.556017132390417146e+01,1.554644782618009060e+02,1.189207794261615874e+02,1.553992423370830807e+02,2.385196394081947062e+02,2.202984358258491966e+02,7.848607606439513518e+01,0.000000000000000000e+00,3.023706615541570386e+02,7.084071103230432698e+01,nan,8.382713119156612436e+01,1.400149967232644315e+02,8.322838803632832594e+01,3.093675668045556648e+01,nan,nan,nan,nan,nan,1.280683678818341491e+02,0.000000000000000000e+00,2.138095508381601064e+02,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,7.603134932741262730e+01,1.002184246031477386e+02,6.261805976831173126e+01,0.000000000000000000e+00,nan,nan,1.379215660300591821e+02,3.881293325253409421e+01,5.615782537132668040e+01,5.527219812218963568e+01,2.052586399125429182e+02,1.080193967087292606e+02,1.111728216721248685e+02,1.081535983493860442e+02,8.141972918917686286e+01,5.660245413307273310e+01,2.065147788773153366e+02,1.136171110939381208e+02,2.274521777351165213e+02,1.201476533978244134e+02,7.220038064089392549e+01,1.026503375170504029e+02,6.278354597501768808e+01,0.000000000000000000e+00,nan,1.391890785249729277e+02,0.000000000000000000e+00,7.055430671507808711e+02,3.292603124362840106e+01,nan,nan,0.000000000000000000e+00,1.060147975494408996e+02,6.691836610480997933e+02,nan,nan,nan,0.000000000000000000e+00,nan,2.039167969568514138e+02,2.271736875537597768e+02,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,1.884417857519865436e+01,nan,nan,8.222108558205319184e+01,8.738472918332556105e+01,6.865898877423835245e+01,1.218012291378514647e+02,3.793506072358793801e+01,4.378909001476230145e+01,6.510803731263217742e+01,7.436767350509867924e+01,9.276271807289515436e+01,1.057634906049985091e+02,6.945567310995561172e+01,1.085332944776498465e+02,5.894157458134218075e+01,1.370800724361151879e+02,1.223461434170607163e+02,1.173977426920396141e+02,1.044967126694460404e+02,1.129306568109997073e+02,1.677462574383022798e+02,nan,0.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,2.443357000593582384e+01,0.000000000000000000e+00,6.625947770273859305e+01,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.169708581302724610e+02,9.482446242050816920e+01,8.040622746847272140e+01,7.780378669918249557e+01,4.510800857376825235e+01,4.921623500228237447e+01,7.576206049420346744e+01,6.103601408648040660e+01,7.102389975875583161e+01,3.480867531101831247e+01,4.949792739838772349e+01,5.088892491124801865e+01,9.713830720733611201e+01,2.454949133156924290e+02,8.194482246933289105e+01,6.291504073298275301e+01,6.935117182054100340e+02,2.513510987102298770e+02,1.047412059666357749e+02,0.000000000000000000e+00,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,nan,nan,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,nan,1.703466772061592565e+02,9.230585703978273671e+01,9.476671822163487491e+01
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,8.259828401739777348e+01,1.412453320191236514e+02,1.074276823921863553e+02,7.907303407024780029e+01,1.330813981463435596e+02,2.388596526263596900e+02,5.068920642377287322e+01,5.019452022958292758e+01,5.102598733640480333e+01,4.597857308318660330e+01,3.823908736308248280e+01,5.341355836361268672e+01,4.345436208461161698e+01,6.658771076036795478e+01,5.744108055071082930e+01,1.564798697491599171e+02,1.042263076581673289e+02,0.000000000000000000e+00,1.140687018006361484e+02,1.190314882813815700e+02,1.073033793120590502e+02,7.898442209255816238e+01,1.041422767946523464e+02,7.038593145819879737e+01,1.036543035503342765e+02,nan,nan,nan,nan,nan,nan,2.355287529912044704e+02,0.000000000000000000e+00,1.502874616914027150e+01,1.824267872972731936e+02,0.000000000000000000e+00,1.319413178190221458e+02,4.693477705209154749e+01,1.003781176685453858e+02
nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,1.884173299728312756e+01,4.788191768767516265e+01,0.000000000000000000e+00,5.020648443411734547e+02,1.644804573453718604e+02,6.385998475737619628e+01,1.413833959858222045e+02,1.838876563921808724e+02,1.273371995882708205e+02,1.770736990565460189e+02,1.357966844917387732e+02,6.584134392196632746e+01,1.588181002686171723e+02,5.305565650958185131e+01,3.751235680001647665e+01,3.431683394375335894e+01,3.605666547548872813e+01,3.761899360769794498e+01,6.203828968276238953e+01,5.687111598507981114e+01,8.267414280058879683e+01,1.009813905235970992e+02,2.073217237631350258e+02,2.326375111777745133e+02,1.092810934598923467e+02,3.413505081870948743e+02,9.385544168431633238e+01,8.442429849164479094e+01,3.119080415610321779e+02,1.266404613270749735e+02,1.992694734819686744e+02,0.000000000000000000e+00,nan,nan,nan,2.960072458507429474e+02,1.460005846737076922e+02,nan,5.496145649156293445e+01,9.851057887555788284e+01,4.666233334669721700e+01,8.544946828051658372e+01
1.879450254863589862e+02,9.891439657476009018e+01,nan,nan,nan,nan,nan,5.676426593169786656e+02,2.605491538310465671e+02,5.988422460652096646e+01,7.993813091167008622e+01,8.626253651516832122e+01,9.431422915868887458e+01,7.028146110330149554e+01,1.783385091783829353e+02,1.012195769681668907e+02,7.281673399865650254e+01,5.341323516131674154e+01,1.092703539529839816e+02,2.674207086864212215e+02,2.101661314127671858e+02,5.026181167586546650e+01,4.255172946265388845e+01,4.320382763425263306e+01,3.136853334196360521e+01,2.930859938376007179e+01,5.495114692062519168e+01,6.953062953597823537e+01,6.082358889211785424e+01,7.537116082656619653e+01,0.000000000000000000e+00,1.496682854758847725e+02,1.340584931599157699e+02,1.541329833895607351e+02,1.212011713148223322e+02,2.690096476384472339e+02,1.880577396324642336e+02,1.529546189929511968e+02,0.000000000000000000e+00,nan,nan,nan,0.000000000000000000e+00,7.674976353570365006e+01,1.160477329544999208e+02,1.011721621141786471e+02,8.865961897776726630e+01,2.220037105791159320e+02,1.072196434581837252e+02,1.365375296035956580e+02
3.343147340338314422e+01,4.102290437683067381e+01,nan,nan,nan,nan,nan,1.623300696013843094e+02,1.333483241705913827e+02,1.204746909271879076e+02,1.460628293395292587e+02,3.947592948103155663e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.432362240900992845e+01,1.834568186724084740e+02,1.322402868995282290e+02,1.380162223516094286e+02,6.844369319861417011e+01,2.939358496470121054e+02,9.732384030081918525e+01,7.089579485251854862e+01,7.100062045701383795e+01,6.197343658619134743e+01,3.380570868049060351e+01,2.821089028188279002e+01,5.682791400947994020e+01,3.785748570686038761e+01,9.026293855664930277e+01,1.794765340806848144e+02,nan,1.062669655565399864e+02,1.608200342717633760e+02,0.000000000000000000e+00,nan,1.049433900178690919e+02,2.399805195709465693e+02,6.227674418097072362e+01,1.474854737249861785e+02,1.828202688180998337e+02,1.156375978171555801e+02,nan,5.050786066168534916e+01,1.020163128014846023e+02,1.883821715612232026e+02,6.724459224138577440e+01,3.661981188366517017e+02,2.240956871064151130e+02,2.075229020941356453e+02,1.921601149959484758e+02
nan,nan,1.399453507036296003e+02,2.818453778571417345e+01,3.896148388746575364e+01,nan,nan,nan,1.172429157507616111e+02,1.269718009332582227e+02,2.088994870102309278e+02,0.000000000000000000e+00,2.677177057882254019e+01,nan,1.095183301833518925e+02,2.131071048773541747e+02,1.664484309994250566e+02,1.030643654353721388e+02,7.998434793319160008e+01,1.426591431877271816e+02,7.867122464836700146e+01,6.683358090137421925e+01,7.127509331304752038e+01,5.193972805804265391e+01,7.772289294893882072e+01,5.835483345563011426e+01,3.575864015688561892e+01,9.876873432521556140e+01,2.571506284370690878e+02,1.011191989986701145e+02,1.499182525968982418e+02,1.819943784529581592e+02,1.559324666637242558e+02,1.348095921121450260e+02,1.575741759413305942e+02,1.136392393637144380e+02,2.943077179322727375e+02,7.106476184253351391e+01,1.689418752983931427e+01,2.538478055685103811e+02,1.111880076374136053e+02,9.109864440467710267e+01,6.401921325993474454e+01,1.087293653064349002e+02,1.854113525309448391e+02,1.673692141643527691e+02,nan,1.115087576167909162e+02,0.000000000000000000e+00,0.000000000000000000e+00
5.686452489248141262e+01,nan,8.920940092764200813e+01,2.555401515258849656e+02,5.421231016508979650e+01,3.804198224430541018e+02,nan,9.289853971460952664e+01,7.230637934793531940e+01,7.179011931866993734e+01,1.132769740896481778e+02,7.058484271101804097e+01,0.000000000000000000e+00,1.874914851232982755e+02,nan,1.434813438411484299e+02,4.388711877710709786e+01,1.220688509231013370e+02,1.465697438372998249e+02,2.494381263410944598e+02,6.401254457778541962e+01,1.065698493759884400e+02,1.269540535456165884e+02,1.083725806619093532e+02,8.320450926512060619e+01,1.375653003711589122e+02,7.335309658022981694e+01,7.430325885722183443e+01,1.230236511574050269e+02,9.321645155424418761e+01,1.503908702688883920e+02,8.188698155232231102e+01,1.673473020068040569e+02,6.901256564513086289e+01,2.774989429816400275e+02,0.000000000000000000e+00,6.068319236493574920e+01,3.061454670834297076e+01,0.000000000000000000e+00,nan,3.636584461750015294e+02,2.088326189729630471e+02,1.026913394209533834e+02,3.870353647342590193e+02,1.089619015509519215e+02,3.065435393668300890e+01,4.464155358504009286e+01,nan,nan,nan
2.564143632200851641e+01,2.584062829852645109e+02,0.000000000000000000e+00,nan,1.485755146837452401e+02,1.175950411557885502e+02,1.003224884768684433e+02,1.261384791991690548e+02,8.405209545828112994e+01,8.722393051018639198e+01,7.517232889648984440e+01,7.093824611164750138e+01,nan,0.000000000000000000e+00,nan,2.724779461651577890e+02,2.773960706236990603e+01,6.323548192233904786e+01,4.111533028913493126e+02,1.237766281847856220e+01,nan,2.324630625109119251e+02,9.705011572762583683e+01,5.467442814226839687e+01,8.916350470961764074e+01,3.030964271798500249e+02,0.000000000000000000e+00,1.639801399880809072e+02,1.109459391569598807e+02,nan,5.630392082101955964e+01,1.258644286106988091e+02,2.366341758160867244e+02,7.442802102796174779e+01,9.739764281890573727e+01,5.039194798419905652e+01,6.016253808841626096e+02,nan,nan,nan,nan,nan,1.802585233394401882e+02,7.326458290633786419e+01,1.097788233375103744e+02,1.127018276818246534e+02,nan,0.000000000000000000e+00,nan,3.690795270817762344e+02
nan,2.972757332091192097e+02,6.010526773579432813e+01,4.881896826965252245e+01,1.082527650717981800e+02,9.737877472166810833e+01,0.000000000000000000e+00,3.837674720480749357e+01,0.000000000000000000e+00,4.135279245167116642e+02,1.190484077391162856e+02,1.301197916907931358e+02,nan,nan,nan,2.234880762020624445e+02,2.284826262856302890e+02,5.857168099935429382e+02,1.268950597444231647e+02,1.053227682302806656e+01,nan,2.068943340729877605e+02,8.739545125140836035e+01,4.935978359754807343e+01,5.544283225970241347e+01,7.861978980488861168e+01,8.536237570694382271e+01,5.305657836931718521e+02,5.826736556416261692e+01,nan,nan,3.161358682722253661e+02,1.798508376963548301e+02,1.340378358025699015e+02,1.392019858992578634e+02,nan,5.634046228658293387e+01,5.053312778469479838e+01,1.127623422381660134e+02,1.156972825558301707e+02,3.447094096890264154e+02,9.487810359736289456e+01,nan,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,4.763486915732019042e+02,4.269030715806167677e+02,1.363449249648595014e+02
1.109950918202469836e+02,5.187652300065260533e+02,7.182282793644344565e+01,1.030187303031172661e+02,1.990838992875527822e+02,1.467222495860392257e+02,nan,2.257429968398016626e+02,nan,2.155839873269459304e+02,9.887766900921202762e+01,1.026848956227778586e+02,0.000000000000000000e+00,nan,nan,1.387134132599458667e+02,5.964117044660192590e+01,4.737675919056248404e+02,nan,nan,nan,1.567833232171288103e+02,5.762036844942333857e+01,6.374292264469255542e+01,5.578487860857099179e+01,6.512550430864513373e+01,2.616395534891929628e+02,1.273692201519097580e+02,8.375251723430419304e+01,2.177356389196538657e+02,0.000000000000000000e+00,3.398088773594120084e+02,2.275379125275427938e+01,nan,0.000000000000000000e+00,nan,nan,nan,9.088127289098635231e+01,nan,9.774400022208084238e+01,2.019867512649955472e+02,nan,1.093668178789292114e+02,3.458985293213068530e+02,nan,nan,5.686494783878345061e+01,1.426124771842549421e+02,2.279270052183558803e+01
1.489324646251919262e+02,1.688886597129825020e+02,nan,1.420698912325740366e+02,1.540348761088307015e+02,0.000000000000000000e+00,2.962761748442762268e+02,1.910065010966786474e+02,nan,0.000000000000000000e+00,nan,8.055237999269343163e+01,0.000000000000000000e+00,nan,2.575416204111569485e+01,1.344355135114312816e+02,1.152096582120875610e+02,1.690730971963121760e+02,nan,nan,2.242424542824094758e+01,1.648285419843707871e+02,9.097411494382997432e+01,6.128103835351584650e+01,1.142537791210648663e+02,7.097326057584399450e+01,6.609920522042430946e+01,6.439122417194123216e+01,6.123612275328312649e+01,9.715084502583931680e+01,1.032004480251418812e+02,6.470942397158259496e+01,1.004049063324702615e+02,nan,0.000000000000000000e+00,nan,0.000000000000000000e+00,nan,1.409816494086351781e+02,1.492966193624624225e+02,3.748750425587485893e+02,9.091855994130096974e+01,6.922933743588764344e+01,1.974531216022653837e+02,8.322381152143489658e+01,nan,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00
5.128541171498807927e+01,0.000000000000000000e+00,1.919370480026803705e+02,0.000000000000000000e+00,nan,2.479625467338474323e+02,3.227298109993444655e+02,7.823343352432611653e+01,6.027350151927949184e+01,0.000000000000000000e+00,5.361657658104038404e+01,nan,0.000000000000000000e+00,nan,1.097866358815277543e+01,1.273161426942481569e+02,1.421459438319720903e+02,5.281949957693879583e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.560936200723492107e+01,7.516172005369719500e+01,1.143515925923788785e+02,8.477312767746126099e+01,6.142472381957345107e+01,4.877338202584579108e+01,6.602156927671069298e+01,2.800420023069281115e+02,1.037366411402562818e+02,8.680231155668205645e+01,2.673122067587047468e+02,2.030729417981902998e+02,1.067004326402846033e+02,9.270932309102988711e+01,8.470493594541838434e+01,nan,nan,1.256777249856394150e+02,2.106627144702268595e+02,6.119695023758740149e+01,2.103769779343894299e+02,1.515599058748196342e+02,1.109151929796996967e+02,1.041650947444613280e+02,4.094157188294116168e+01,2.554242432604676196e+02,nan,2.934594261626970706e+02,3.320515224023738483e+02,7.132388782634545521e+01
nan,3.231350954717807866e+01,nan,nan,nan,5.917309250336860771e+01,nan,nan,nan,2.329310547678319097e+02,0.000000000000000000e+00,nan,nan,nan,1.221017639583322278e+02,5.458392541440136370e+01,6.594927008803777824e+01,6.779716896798764481e+01,2.214860948027845211e+02,nan,1.645211319610132534e+02,6.446683325087779792e+01,1.072493212821421906e+02,2.045393695354295289e+02,4.695677228808269632e+01,8.152033928889169090e+01,7.279697483246728495e+01,7.050697844217246768e+01,5.797569100099334349e+01,6.836194477942302683e+01,8.433606917682023152e+01,8.415809327155297126e+01,5.660946541752760197e+01,1.376373599203301410e+02,6.104790364602219199e+01,nan,0.000000000000000000e+00,nan,8.937342136606152110e+01,4.275053988321698029e+01,0.000000000000000000e+00,1.251120609043210266e+02,nan,9.821463152778397898e+01,4.872884802836941986e+01,1.704030499895728781e+02,0.000000000000000000e+00,nan,0.000000000000000000e+00,0.000000000000000000e+00
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.000000000000000000e+00,nan,nan,7.008915775522734748e+01,0.000000000000000000e+00,1.467634593125191032e+02,6.297825625582470366e+01,0.000000000000000000e+00,7.513394745705154776e+01,9.383651551453111495e+01,6.452888653274504804e+01,6.060731326324604851e+01,4.289817164554074935e+01,9.464678728828391741e+01,nan,6.436417568021299473e+01,1.178701693529658314e+02,5.409962406161581328e+01,1.031820004011508871e+02,2.018879473651962826e+02,6.205945604891199707e+01,9.847527704414976313e+01,6.400998397271843032e+01,1.550645183935362184e+02,nan,7.387968492876940729e+01,2.619588717352614253e+02,2.876195203332736696e+02,5.362658023666805462e+01,7.098640244433306634e+01,nan,nan,9.231340762266096078e+01,4.846717853932437947e+01,7.910973397773854288e+01,0.000000000000000000e+00,3.595936644779794733e+02,6.582058500402781931e+01
