BSSID,Latitude,Longitude,Security
002417B52EE1,55.887698,-4.361705,WEP
002417640FDD,55.888805,-4.361149,WPA2
00234EAC34AB,55.890619,-4.360178,WPA2
0024B2F73924,55.891074,-4.359928,WPA
00184D1AA4C2,55.891074,-4.359928,WPA
002417C98CF7,55.892143,-4.362533,WPA2
001B2FED1778,55.89144,-4.360324,WPA
022417640FDF,55.888805,-4.361149,None
0218F6998C32,55.892607,-4.36402,None
0018F6998C31,55.892607,-4.36402,WEP
00184D67E662,55.889324,-4.36089,WPA
02234D72903D,55.888805,-4.361149,None
00234E01B14E,55.888206,-4.361442,WPA2
0024D2124079,55.893084,-4.365921,WEP
002348DF1A83,55.889324,-4.36089,WPA
022417640FDE,55.888805,-4.361149,None
0016E3CE1AE3,55.890034,-4.36052,WPA
001F9F1249DB,55.892143,-4.362533,WEP
00223F2ECBF8,55.893084,-4.365921,WPA
001E2A1B4FB4,55.893084,-4.365921,WEP
0024B2435382,55.890034,-4.36052,WPA
001E7461D246,55.887698,-4.361705,WPA
00184D012696,55.887698,-4.361705,WPA
00184D648388,55.893084,-4.365921,WPA
00184DC90FBC,55.887698,-4.361705,WPA2
001150E19ECF,55.89144,-4.360324,WEP
00227552C334,55.846223,-4.122589,WPA2
00253CBE4861,55.94094,-4.163314,WPA
001B5B45B6D3,55.94094,-4.163314,WPA
002456E2EB31,55.94094,-4.163314,WEP
002456E2EB33,55.94094,-4.163314,WPA
002456E2EB34,55.94094,-4.163314,None
00253CBE4864,55.94094,-4.163314,None
00253CBE4863,55.94094,-4.163314,WPA
001B5B45B6D1,55.94094,-4.163314,WEP
00235179E9B4,55.94094,-4.163314,None
00235179E9B3,55.94094,-4.163314,WPA
00253C32A294,55.94094,-4.163314,None
00235179E9B1,55.94094,-4.163314,WEP
34EF44BA270B,55.94094,-4.163314,WPA
00253C32A293,55.94094,-4.163314,WPA
001B5BB8C1F3,55.94094,-4.163314,WPA
00146CA36C2C,55.94094,-4.163314,WPA
000E2EC32353,55.812322,-4.002509,WPA
1CAFF7446D58,55.763418,-4.036506,WPA2
0024B295EC76,55.763418,-4.036506,WPA
0026441349B3,55.763399,-4.037091,WPA2
0810730DB57E,55.761063,-4.045319,None
00223FC4A5F0,55.761063,-4.045319,WPA
0090D0E37B01,55.859059,-4.532421,WEP
00026F089CF0,55.908212,-4.08591,None
0018F6794EBF,55.828016,-4.49028,WEP
001217D7834F,55.828016,-4.49028,None
001B2F91E2BA,55.828016,-4.49028,WEP
00184D53DCAC,55.828016,-4.49028,WEP
0016CF026F08,55.884461,-4.226243,WPA
008B5D818722,55.884461,-4.226254,WPA2
001F33C5A650,55.884365,-4.226386,WPA
001D68536B19,55.884409,-4.22646,WEP
0810741AD194,55.884364,-4.226384,None
0218F65F6824,55.884409,-4.22646,None
0026F2012B02,55.884289,-4.226422,WPA
001B5BD243E3,55.884365,-4.226386,WPA
068B5D818722,55.884453,-4.226281,None
1CAFF7AA45F0,55.884299,-4.226401,WPA2
0024B298905C,55.884409,-4.22646,WPA
0022B05E0624,55.884327,-4.226173,WPA
0018F65F6823,55.884448,-4.226217,WEP
0A8B5D818722,55.884453,-4.226281,None
0024D2BA70F7,55.884344,-4.226303,WPA
00173FA06670,55.884314,-4.226455,WEP
02242BBDBFBE,55.838164,-4.516201,None
00242BBDBFBC,55.838164,-4.516201,WPA2
02242BBDBFBD,55.838164,-4.516201,None
001E2A1BC91E,55.860911,-4.252504,None
90840DEACF57,55.87438,-4.292527,WPA2
000B85736F7C,55.874195,-4.29209,None
041E64996A73,55.874509,-4.292205,WPA2
000393E8BD6E,55.874509,-4.292205,WPA2
001124A529E1,55.874509,-4.292205,WPA2
000B8573631C,55.874501,-4.292655,None
0026F2C681D4,55.898737,-4.355193,WPA
00145173EE27,55.874613,-4.292079,WPA2
001D68801FEF,55.861884,-4.255023,WEP
001E2A15A05D,55.803575,-4.069859,None
0018F67418D9,55.862434,-4.043159,WEP
0004DB010EAA,55.877868,-4.256244,None
00A0F8F51A5C,55.877868,-4.256244,None
00A0F8F51BF3,55.877868,-4.256244,None
002644081469,55.91658,-4.38176,WEP
001B2F3AE91E,55.91658,-4.38176,WPA
00256994D2FB,55.91658,-4.38176,WPA
0019E4E73481,55.866402,-4.254466,WEP
002456E8F8CC,55.866402,-4.254466,None
0026CB80B9E1,55.866702,-4.256164,WPA2
001F9F44B66D,55.866646,-4.255237,WEP
0026CB80C092,55.866402,-4.254466,None
0024171AACDD,55.866467,-4.254374,None
0024B2F2988A,55.866646,-4.255237,WPA
0026CB80BC51,55.865349,-4.251454,WPA2
002417993997,55.866646,-4.255237,WPA2
0026CB80C090,55.866702,-4.256164,WEP
0023EBDD2270,55.866467,-4.254374,WEP
02242C5F2CCC,55.866646,-4.255237,None
0026BB783D05,55.867924,-4.260006,WPA2
002417BDADF1,55.86759,-4.259453,WPA2
001A302C7760,55.86759,-4.259453,None
002417C7293F,55.866702,-4.256164,WPA2
001B5BCF8761,55.867924,-4.260006,WPA2
00064F72F8F9,55.86759,-4.259453,WPA2
0002CFE487E7,55.86759,-4.259453,WPA
001CF076D78A,55.86759,-4.259453,WEP
001A302C7F50,55.86759,-4.259453,None
001D686C79E7,55.867163,-4.258493,WEP
001A302C5840,55.867924,-4.260006,None
0024B274BF3E,55.867163,-4.258493,WPA
0022B065DDDA,55.866702,-4.256164,WPA
022417C72941,55.866702,-4.256164,None
001B5B339533,55.866702,-4.256164,WPA
001A302C7D80,55.867163,-4.258493,None
001A302C7F60,55.867924,-4.260006,None
001A302C7640,55.867163,-4.258493,None
022417C72940,55.866702,-4.256164,None
001A302C6D40,55.867163,-4.258493,None
00146C1A94BD,55.861962,-4.262557,WPA
0011090D3A7C,55.862125,-4.260152,WEP
6416F016308D,55.862125,-4.260152,WPA
0012176B09A4,55.865342,-4.268422,WEP
00146C4DEAAC,55.865342,-4.268422,WPA
001F9FD3AF49,55.865342,-4.268422,WEP
0024B28B78FA,55.865342,-4.268422,WPA2
C03F0E0080A4,55.865342,-4.268422,WPA2
00265A75DB62,55.865342,-4.268422,None
002417197FF5,55.865342,-4.268422,WPA
00223F8CD22E,55.8599,-4.138843,WPA2
001F334D6FFC,55.8599,-4.138843,WPA
00265A225DB8,55.8599,-4.138843,WPA2
0026B688F54C,55.8599,-4.138843,WPA2
0001E3EFEF30,55.8599,-4.138843,WPA2
00265A0D716C,55.8599,-4.138843,WPA2
008B5D955722,55.8599,-4.138843,WPA2
001B2F6DB6B2,55.8599,-4.138843,WPA
00184D072B6A,55.8599,-4.138843,WPA
001B2F7A5CDA,55.824809,-4.286091,WPA
001F334DBF9C,55.824809,-4.286091,WPA2
00147FA45EF7,55.824809,-4.286091,WEP
00184DCDEA40,55.824809,-4.286091,WPA2
0024B28EEBF1,55.824809,-4.286091,WPA
C03F0E20A3FE,55.824809,-4.286091,WPA
00184D62E0B6,55.824809,-4.286091,WPA
002644142A8B,55.824809,-4.286091,WEP
00147F9BC151,55.824809,-4.286091,WEP
0018F66FDDBE,55.824809,-4.286091,WEP
0024B2F74CDA,55.824809,-4.286091,WPA
34EF443F56E3,55.863844,-4.253936,WPA
002436AD0E65,55.859263,-4.276172,None
001B2FEAACFA,55.859263,-4.276172,None
00265091E2CC,55.85605,-4.246985,None
002456E5F124,55.85605,-4.246985,None
002456E5F121,55.85605,-4.246985,WEP
008B5D7F1C22,55.85605,-4.246985,WPA2
002456E5F123,55.85605,-4.246985,WPA
00265091E2CB,55.85605,-4.246985,WPA
00265091E2C9,55.85605,-4.246985,WEP
0021632E8A20,55.81855,-4.158951,None
001F9F44DAF1,55.862978,-4.139265,WEP
022417DE67BB,55.862978,-4.139265,None
022417DE67BA,55.862978,-4.139265,None
002417DE67B9,55.862978,-4.139265,WPA2
022417E071EB,55.862978,-4.139265,None
022417E071EA,55.862978,-4.139265,None
002417E071E9,55.862978,-4.139265,WPA2
00095BCE53B6,55.877098,-4.290729,WPA
0026B6BCBA2F,55.877098,-4.290729,WPA2
0011507D1B5B,55.877098,-4.290729,WPA
0001E3F6EA8F,55.877093,-4.290596,WPA2
0024B2C58A88,55.877098,-4.290729,WPA
00173F06622C,55.877098,-4.290729,None
0016B641750F,55.931214,-4.35707,WEP
0019CB5554FA,55.803607,-4.294082,None
002650D9EA7C,55.803607,-4.294082,None
00223FD27062,55.867383,-4.259025,WPA
0026B66A6C84,55.784599,-3.987738,WPA2
001F33FC737C,55.784599,-3.987738,WPA
001601B0533D,55.784599,-3.987738,WPA
001B9E93FB5E,55.784599,-3.987738,WPA
002650CB661B,55.89381,-4.138028,WPA
00217C18F393,55.89381,-4.138028,WPA
001A4D2EBC4A,55.89381,-4.138028,WEP
002650CB6619,55.89381,-4.138028,WEP
00217C18F391,55.89381,-4.138028,WEP
00259C705D90,55.89381,-4.138028,WPA2
0024B22E7068,55.89381,-4.138028,WPA
001E2A12A3A6,55.893808,-4.138033,WPA2
000FF7608BC0,55.874924,-4.293512,None
000FF7608BC1,55.874924,-4.293512,None
00147F7C18F9,55.8745,-4.292179,WEP
000FF7608BC2,55.874081,-4.292515,WPA
000393EABDE4,55.874081,-4.292515,WEP
000B859270AC,55.905877,-4.323181,None
000B859270AF,55.905877,-4.323181,None
000B8592669C,55.905877,-4.323181,None
000B8592636C,55.905877,-4.323181,None
000B859270AE,55.905877,-4.323181,None
00A0F8F51BF9,55.877868,-4.256244,None
00A0F8F51A42,55.877868,-4.256244,None
0018395B708E,55.921586,-4.210409,None
0018F8EA89A3,55.8472,-4.47494,WEP
0026821E5A50,55.858322,-4.244553,None
00234D2BFC28,55.872791,-4.260105,WPA2
001D684A5447,55.872908,-4.260145,WEP
001B2F7CD174,55.872908,-4.260145,WPA
021D684A5448,55.872908,-4.260145,None
34EF4421B981,55.872908,-4.260145,WEP
0024B230642A,55.872908,-4.260145,WPA
0018F6747E7D,55.872908,-4.260145,WEP
001D6852CA57,55.872873,-4.260186,WPA
001D687CCBA1,55.872908,-4.260145,WEP
001AC13775A8,55.872908,-4.260145,WPA
002401C6E70A,55.931351,-4.356796,None
000B85877E4D,55.878893,-4.308805,WPA
000FF7EA1420,55.878893,-4.308805,None
000B85877E4E,55.878893,-4.308805,None
000B85877E4F,55.878893,-4.308805,None
000B858FD81E,55.873089,-4.29303,WPA
001201B54BA0,55.873619,-4.293929,None
0014F2273112,55.873089,-4.29303,WPA
0014F2273110,55.873089,-4.29303,None
001201B54BA1,55.873619,-4.293929,None
0014F2273111,55.873619,-4.293929,None
001201B54BA2,55.873089,-4.29303,WPA
0021D842E191,55.873619,-4.293929,None
000FF7EA1421,55.873619,-4.293929,None
0021D842E190,55.873619,-4.293929,None
00026F097AF3,55.968385,-3.979527,None
0623F8924E7C,55.968385,-3.979527,None
0623F8924E7D,55.968385,-3.979527,None
001CDF1342F1,55.864228,-4.221891,WPA2
001A30313160,55.864228,-4.221891,WPA2
00241797AF6F,55.865506,-4.283778,WPA2
001F33F84172,55.893757,-4.194141,WPA
0A2104C91C72,55.893757,-4.194141,None
00184D441A3C,55.893757,-4.194141,WPA
00241732DCB3,55.893757,-4.194141,WEP
000FB5C44E6A,55.893757,-4.194141,WPA
001B2FE03A5A,55.893757,-4.194141,WPA2
0024B2C4BF08,55.893757,-4.194141,WPA
002104C91C72,55.893757,-4.194141,WPA2
0024B2A138A8,55.893757,-4.194141,WPA
001B2F43B482,55.893757,-4.194141,WPA
00173FDBF6DF,55.893757,-4.194141,WEP
0016B61EB0C0,55.868242,-3.9988,WPA
0023CDC910AA,55.86545,-4.26296,WPA2
001F33024FE4,55.86545,-4.26296,WPA2
001CDF211533,55.86545,-4.26296,WPA2
000CF648D211,55.86545,-4.26296,WPA2
00173FE240AB,55.869213,-4.261032,WPA2
002275EC69D7,55.869213,-4.261032,WPA2
0218F696193E,55.853127,-3.988012,None
0018F696193D,55.852864,-3.988511,WEP
002155C23690,55.873536,-4.293795,None
002155C23691,55.873536,-4.293795,None
000B85739D9F,55.873536,-4.293795,None
0021D842CC41,55.873536,-4.293795,None
0021D842BA90,55.873536,-4.293795,None
001F33C0E364,55.873536,-4.293795,WPA
001F33B82E16,55.93137,-4.356939,None
00147F584812,55.92637,-4.398646,WEP
00265A83B743,55.926365,-4.39863,WPA2
00147F5F7AE8,55.92637,-4.398646,WEP
00173F5CC859,55.92637,-4.398646,WEP
00234D11C0BC,55.886847,-4.236494,WPA2
001E2A5831D2,55.886847,-4.236494,WPA
02234D11C0BD,55.886847,-4.236494,None
00265A2FE242,55.886847,-4.236494,WPA2
001F33BF1E16,55.886847,-4.236494,WEP
00173F9FAEB2,55.886847,-4.236494,None
02234D11C0BE,55.886847,-4.236494,None
0024B2B6B46C,55.886847,-4.236494,WPA
002650A22F41,55.86026,-4.247574,WEP
002650A22F43,55.86026,-4.247574,WPA
002650A22F44,55.86026,-4.247574,None
002650C133B3,55.858243,-4.25601,WPA
002650EEC4B9,55.858243,-4.25601,WEP
001570D0D908,55.858243,-4.25601,WPA
002650C133B1,55.858243,-4.25601,WEP
002650EEC4BB,55.858243,-4.25601,WPA
002650C133B4,55.858243,-4.25601,None
00223FCE8326,55.779285,-4.148156,WPA
000B0E851D40,55.811521,-4.180903,WPA
000B0E851D44,55.811521,-4.180903,None
000B0E851D42,55.811521,-4.180903,None
002650EF73BC,55.85609,-4.246981,None
00A0F8B7BE23,55.86112,-4.026455,WPA2
00A0F8B81237,55.86112,-4.026455,WPA2
00A0F8B7BE35,55.86112,-4.026455,WPA2
00A0F8B7BE40,55.86112,-4.026455,WPA2
00A0F8B81236,55.86112,-4.026455,WPA2
00A0F8B7BE37,55.86112,-4.026455,WPA2
00A0F8B81235,55.86112,-4.026455,WPA2
00A0F8B7BE36,55.86112,-4.026455,WPA2
00A0F8B7BE32,55.86112,-4.026455,WPA2
00A0F8B7BE31,55.86112,-4.026455,WPA2
00A0F8B7BEAA,55.86112,-4.026455,WPA2
00A0F8B7BE21,55.86112,-4.026455,WPA2
00A0F8B7BEA9,55.86112,-4.026455,WPA2
00A0F8B7BE3E,55.86112,-4.026455,WPA2
00A0F8B7BE3F,55.86112,-4.026455,WPA2
00A0F8B7BE30,55.86112,-4.026455,WPA2
00A0F8B7BE2F,55.86112,-4.026455,WPA2
00A0F8B7BE34,55.86112,-4.026455,WPA2
00A0F8B7BEA8,55.86112,-4.026455,WPA2
001F337CAAE0,55.834771,-4.093619,WPA
008B5D85C33A,55.784992,-4.312291,WPA2
002417C99CB3,55.784992,-4.312291,WEP
00234E9DBC43,55.784317,-4.313375,WPA2
001B2F95B73A,55.784992,-4.312291,WPA
00241764953B,55.864352,-4.248888,WPA2
02241764953C,55.864352,-4.248888,None
0016C8564EF0,55.863164,-4.248766,WPA
002650F16C6B,55.863164,-4.248766,WPA
6416F07935B9,55.917634,-4.320213,WPA
0224179B1DFE,55.846429,-4.197804,None
002104D5B1D2,55.849504,-4.228542,WPA2
0024179B1DFD,55.846429,-4.197804,WPA2
0A2569FC5A0A,55.840836,-4.185037,None
001D68E48163,55.844487,-4.193537,WEP
02242BE3C74B,55.839979,-4.180165,None
002569642CB5,55.846751,-4.198534,WPA
C0D04417CAF9,55.846751,-4.198534,WPA
00234EAD9A7B,55.847102,-4.199283,WPA2
001D6800D7BD,55.847773,-4.200612,WEP
002104C1CBBA,55.84823,-4.201924,WPA2
002456E64BCB,55.849001,-4.219337,WPA
00265A7E057E,55.84903,-4.208346,WPA2
002417CAC90B,55.849377,-4.228041,WPA2
001570665E10,55.835163,-4.151471,WPA
00210499D552,55.846429,-4.197804,WPA2
0022B069CB91,55.849182,-4.213329,WPA
001E748F3F4D,55.849377,-4.228041,WPA
C0D0441B3D4C,55.849232,-4.222174,WPA
002156CF7821,55.834555,-4.166953,WEP
008B5D9558AA,55.847102,-4.199283,WPA2
00183F0EF5C1,55.848924,-4.22652,WPA
002268B54EC8,55.846121,-4.197142,WPA2
062104D5B1D2,55.849504,-4.228542,None
0024B23298D8,55.844136,-4.192818,WPA
022417CAC90D,55.849377,-4.228041,None
022417A7AD79,55.843873,-4.192163,None
0026F2C1FFDD,55.847455,-4.199978,WPA
00157025400C,55.842357,-4.188996,WEP
001570254065,55.842357,-4.188996,WPA2
02242BE3C748,55.839979,-4.180165,None
00265A74404F,55.843555,-4.191518,WPA2
001D6880E673,55.840836,-4.185037,WEP
00265A7D56E5,55.848838,-4.225493,WPA2
001F9F87A8F3,55.848794,-4.225891,WEP
0026F20E2EFE,55.849377,-4.228041,WPA
0224179B1DFF,55.846429,-4.197804,None
062569FC5A0A,55.840836,-4.185037,None
022417CAC90C,55.849377,-4.228041,None
0012BF074B6B,55.848833,-4.2255,WEP
001F33058370,55.848246,-4.201942,WPA
00157023C004,55.841354,-4.186461,WEP
00E04D131964,55.839757,-4.17818,WPA2
068B5D9558AA,55.848246,-4.201942,None
00234E397245,55.849504,-4.228542,WPA2
002417E117D3,55.834836,-4.093742,WPA2
0016B62AA7E7,55.849232,-4.222174,WPA
00234EC20084,55.840836,-4.185037,WEP
001E2AE8F750,55.849151,-4.211874,WPA
00146CEEB024,55.847102,-4.199283,WPA
001E74B6A015,55.849167,-4.221322,WEP
00265A928CE6,55.849108,-4.22706,WPA2
00264407E66F,55.839922,-4.179719,WPA2
0018F65C7873,55.84823,-4.201924,WEP
00234E27B393,55.847773,-4.200612,WPA2
001E2A705538,55.849251,-4.227564,WPA2
0022A47D0A93,55.849377,-4.228041,WPA
001B2F6D7056,55.846751,-4.198534,WPA
001570254064,55.841915,-4.188112,WEP
0024B2BB3EAA,55.849137,-4.223196,WPA
0019E0A26A70,55.849504,-4.228542,WPA2
022417A7AD78,55.843873,-4.192163,None
0024B299906E,55.849504,-4.228542,WPA
0026F20121F0,55.849702,-4.229273,WPA
002104C90152,55.847102,-4.199283,WPA2
00234D11D46F,55.849915,-4.230049,WPA2
001E2A0C360C,55.834773,-4.09365,WPA
C0D0445B80D8,55.847102,-4.199283,WPA2
001B2F41C476,55.849232,-4.222174,WPA
002456E64BC9,55.849001,-4.219337,WEP
001E2AFD1494,55.839979,-4.180165,WPA
001E2A1D2452,55.849251,-4.227564,WPA2
002156CF7820,55.834555,-4.166953,WPA2
001F9F862EC1,55.846429,-4.197804,WEP
0016CE7F4AAA,55.847102,-4.199283,WPA
00184D1ABF26,55.849108,-4.22706,WPA
002569FE1C52,55.841354,-4.186461,WPA2
002417233577,55.847102,-4.199283,WEP
00223F4C4F8C,55.846751,-4.198534,WPA
001E2A0CBAC8,55.849108,-4.22706,WPA
002417A5AF65,55.849232,-4.222174,WPA2
002691254E9C,55.849251,-4.227564,WPA
002417937228,55.846751,-4.198534,WEP
00223F583110,55.847102,-4.199283,WPA
001B2F9AB98E,55.848833,-4.2255,WPA
0015703BBC50,55.842824,-4.18994,WEP
001E746F0215,55.847102,-4.199283,WPA
002569FC5A0A,55.840836,-4.185037,WPA2
00265A75C4A1,55.848276,-4.201735,WPA2
0025562E22AF,55.846429,-4.197804,WPA2
00223F39CA36,55.849504,-4.228542,WPA
0024B27974F2,55.849504,-4.228542,WPA
001E2AEFFA42,55.846751,-4.198534,WPA
00234E07370B,55.843187,-4.190791,WPA2
00184DFB656A,55.846751,-4.198534,WPA
001F33C5AB14,55.849504,-4.228542,WPA
00242BE3C74A,55.839979,-4.180165,WPA2
00157023C005,55.841354,-4.186461,WPA2
001E2AEDD05A,55.846751,-4.198534,WPA
002104D50422,55.847773,-4.200612,WPA2
001D68065671,55.84823,-4.201924,WEP
001C1098AB6E,55.848201,-4.202149,WPA2
0090D0E30205,55.849137,-4.223196,WEP
0024B241351C,55.847102,-4.199283,WPA
001F9F1109A9,55.849297,-4.221671,WEP
001F33C52EBA,55.849702,-4.229273,WPA
0A8B5D9558AA,55.848246,-4.201942,None
001D68F0F89F,55.849377,-4.228041,WEP
001BBF23E5DA,55.839757,-4.17818,WPA
0026B61EB355,55.846429,-4.197804,WPA
008B5D95E61A,55.846751,-4.198534,WPA2
001E2A14B87C,55.847773,-4.200612,WPA
0026F2DE9156,55.835026,-4.093535,WPA
001B2FFDE200,55.851956,-4.23488,WPA
001F9F12A7BF,55.853913,-4.250322,WEP
00234EA2E963,55.853572,-4.245226,WEP
0026F20E6B40,55.853094,-4.242047,WPA
002104C086A2,55.853656,-4.245856,WPA2
002129AF26DF,55.850221,-4.23116,WPA2
000FB50E52A8,55.853099,-4.236399,None
00223FC31FAC,55.853124,-4.241004,WPA
062104DDB382,55.853913,-4.250322,None
002417A6ADC5,55.85323,-4.243175,WPA2
000E2ED7D0AF,55.850221,-4.23116,WEP
00223F2EC70E,55.851956,-4.23488,WPA
1CAFF7AA1774,55.850221,-4.23116,WEP
00223FD282CA,55.853913,-4.250322,WPA
062104C086A2,55.853656,-4.245856,None
002644075BB9,55.853656,-4.245856,WPA2
0024B2F2AC48,55.850106,-4.230753,WPA
001F9FD43BDF,55.851477,-4.23427,WPA2
000CF67F0310,55.853094,-4.242047,None
001CDFB54BCB,55.853853,-4.245515,WPA2
001D687E7D03,55.851477,-4.23427,WEP
001CDF01A780,55.850221,-4.23116,WEP
B482FE424134,55.850221,-4.23116,WPA2
00241731DB3B,55.851056,-4.233484,WPA2
0024B29F90BE,55.853094,-4.242047,WPA
02147F9D95BB,55.853427,-4.240191,None
0024B2C56070,55.85323,-4.243175,WPA
6416F01655C2,55.850106,-4.230753,WPA
001F3387ADAC,55.853811,-4.237378,WPA2
0018F679D57F,55.853572,-4.245226,WEP
0024B2795BDE,55.85323,-4.243175,WPA
00507F93AE30,55.853094,-4.242047,None
0016CE075988,55.853656,-4.245856,WPA
002417DFADB3,55.853656,-4.245856,WPA2
0024B2A0943A,55.853414,-4.244262,WPA
022417DFADB4,55.853656,-4.245856,None
00217C89B809,55.853853,-4.245515,WEP
00217C89B80B,55.853853,-4.245515,WPA
002417805F1F,55.853656,-4.245856,WEP
002417935B72,55.853853,-4.245515,WEP
B482FE0A9062,55.850221,-4.23116,WPA2
00507F69BB90,55.853668,-4.249912,WPA2
0013D37F81E3,55.85323,-4.243175,WEP
001B2F968A86,55.853913,-4.250322,WPA
0018F6AEB21F,55.85323,-4.243175,WEP
00147F9D95BA,55.853811,-4.237378,WEP
00234ECB9AB7,55.851056,-4.233484,WPA2
0A2104C086A2,55.853656,-4.245856,None
000D72827161,55.853913,-4.250322,WEP
002129BE5BDF,55.851477,-4.23427,WPA2
001CDF54D82B,55.851956,-4.23488,WPA
0023697922F7,55.853124,-4.241004,WEP
0024B2964CE2,55.853913,-4.250322,WPA
02242C5F4F62,55.853811,-4.237378,None
00242C709F5A,55.853414,-4.244262,WPA2
001F33CFAA16,55.85323,-4.243175,WPA
0023696C1EB4,55.853124,-4.241004,WEP
00146CF0BE8A,55.853572,-4.245226,WPA
002401A838E8,55.853656,-4.245856,WPA2
001E2A57AB8A,55.85323,-4.243175,WPA
00269128F01C,55.851477,-4.23427,WPA
0023F8D66BFC,55.850221,-4.23116,WPA
001150FBAF54,55.852364,-4.235256,WPA
0080483F5709,55.853913,-4.250322,None
00265A444D7C,55.853572,-4.245226,WEP
001A2AEC77D7,55.852746,-4.235823,None
00242C5F4F60,55.853811,-4.237378,WPA2
02242C5F4F61,55.853811,-4.237378,None
0024178882DD,55.854523,-4.239404,WEP
00507F91EBE8,55.853414,-4.244262,None
000E2EFB7B25,55.850221,-4.23116,WEP
0024B2C579FA,55.853913,-4.250322,WPA
0A2104D5B1D2,55.850221,-4.23116,None
022417DFADB5,55.853656,-4.245856,None
002417313473,55.853811,-4.237378,WEP
001D68F02415,55.853414,-4.244262,WEP
C03F0ED71EF0,55.852746,-4.235823,WPA2
02241766AAE8,55.856379,-4.255627,None
00223FC50C4E,55.856379,-4.255627,WPA
001E2AF86AF0,55.856379,-4.255627,WPA
02241766AAE9,55.856379,-4.255627,None
06210483EDDA,55.856379,-4.255627,None
001B5B016811,55.856379,-4.255627,WEP
001F9F42693F,55.856379,-4.255627,WEP
002650F98661,55.856379,-4.255627,WEP
001FB3C8C85B,55.856379,-4.255627,WPA
001F9FEBE10D,55.856379,-4.255627,WEP
0810741ADECA,55.856379,-4.255627,WEP
00242C9F5D59,55.856379,-4.255627,WPA2
0024B24122BC,55.856379,-4.255627,WPA
0030BD95565B,55.856379,-4.255627,None
00210483EDDA,55.856379,-4.255627,WPA2
00241766AAE7,55.856379,-4.255627,WPA2
001B5B016813,55.856379,-4.255627,WPA
002650F98663,55.856379,-4.255627,WPA
0024B2473AFA,55.856379,-4.255627,WPA
0A210483EDDA,55.856379,-4.255627,None
001CDF848379,55.857878,-4.255867,WPA2
002568AA4DD5,55.859511,-4.255715,WPA
0026B68B0BE3,55.856327,-4.255566,WPA2
002456EC7B94,55.859511,-4.255715,None
000F618F4041,55.859511,-4.255715,WPA2
001B2F7A4D3A,55.856217,-4.255125,WPA
000FB5CEF954,55.856217,-4.255125,WEP
000F618F4040,55.859511,-4.255715,WEP
002650E95A83,55.859511,-4.255715,WPA
002456EC7B91,55.859511,-4.255715,WEP
002650E95A84,55.859872,-4.255776,None
001FB32466D3,55.858135,-4.255335,WPA
0024B2AFC300,55.858135,-4.255335,None
0026BB771B53,55.861237,-4.254113,None
00265A8005A0,55.858135,-4.255335,WPA2
0002CF997A9B,55.858135,-4.255335,WPA
34EF44C5C16B,55.856888,-4.25557,WPA
00173F8999DD,55.859872,-4.255776,None
0026BB774F9B,55.861237,-4.254113,None
001CDF857CFD,55.861237,-4.254113,WPA2
001AC466C1B1,55.856888,-4.25557,WEP
0024B2365E7C,55.858135,-4.255335,WPA2
002650E95A81,55.859872,-4.255776,WEP
002417AB8C39,55.856888,-4.25557,WPA2
001AC466C1B3,55.856888,-4.25557,WPA
C0D0441912F4,55.843505,-4.272513,WPA
00265067D7E9,55.854747,-4.258186,WPA
0024172E9883,55.851106,-4.26552,WPA2
0026910572B7,55.851096,-4.265453,WPA
022268B55D9C,55.853764,-4.258628,None
C03F0E21CF06,55.844622,-4.269061,WPA
001E746EEFCF,55.843505,-4.272513,WPA
34EF4421185B,55.8567,-4.255939,WPA
0016CF390897,55.843505,-4.272513,WPA
002417AB9AE1,55.843505,-4.272513,WEP
0016CE26A492,55.843505,-4.272513,WPA
001B5BC84A59,55.857196,-4.255842,WEP
001F9FEABE69,55.856542,-4.253294,WEP
002163CFBDA5,55.843505,-4.272513,WPA
002417A7891B,55.853764,-4.258628,WPA2
00264411A533,55.856166,-4.257427,WPA2
002456CAEF4B,55.853872,-4.26359,WPA
0026913C5EC9,55.851106,-4.26552,WPA
0021049A0F1A,55.843505,-4.272513,WPA2
0A2104D0094A,55.851106,-4.26552,None
001A70E17740,55.854841,-4.258054,WPA
0090D0FB1E2B,55.853764,-4.258628,WPA
00184D5CCC96,55.843505,-4.272513,WPA
002104D0094A,55.851106,-4.26552,WPA2
022268B55D9F,55.853764,-4.258628,None
00184D5C7CE0,55.843505,-4.272513,WPA
001F9F10353F,55.853764,-4.258628,WEP
001570DF6DC0,55.853872,-4.26359,WPA2
00226933D930,55.856334,-4.253044,WPA2
00265A08A670,55.851106,-4.26552,WPA
002417846D35,55.853764,-4.258628,WEP
0022B05DFA73,55.856542,-4.253294,WPA2
001C2624DD3C,55.853764,-4.258628,WPA
00265067D7EB,55.854747,-4.258186,WPA
00241797ADE7,55.853764,-4.258628,WPA2
000FB592D9B5,55.854252,-4.258422,WPA
062104D0094A,55.851106,-4.26552,None
0022B063AEAF,55.853764,-4.258628,WPA2
34EF44346223,55.857196,-4.255842,WPA
00241734C39D,55.856312,-4.25738,WEP
000D97007190,55.854841,-4.258054,None
0024B2FB998C,55.851096,-4.265453,WPA
00147FD56415,55.843505,-4.272513,WEP
00197DCA7C98,55.843505,-4.272513,WPA
001B5BC84A5B,55.857196,-4.255842,WPA
002268B55D9E,55.853764,-4.258628,WPA2
