BSSID,Latitude,Longitude,Security
0024177829C1,55.865746,-4.273027,WEP
000352DF9011,55.862775,-4.270782,None
000352DFC330,55.862462,-4.270657,None
001E2A0CFE58,55.860516,-4.270742,WPA
001CDF138E86,55.865549,-4.271968,WPA
022417A4B616,55.863987,-4.271133,None
0026F24D58E0,55.860229,-4.277265,WEP
1CAFF7184B74,55.860048,-4.271948,WPA2
00253CB96DEB,55.865746,-4.273027,WPA
00223F7FE6CA,55.860048,-4.271948,WPA
001F9FEDC307,55.863987,-4.271133,WEP
001FCA5F5C80,55.864677,-4.271335,WEP
00173F61E2DF,55.865686,-4.272314,WPA
022417A4B617,55.863987,-4.271133,None
000352DFACC1,55.862368,-4.270658,None
0026F2EF8968,55.860229,-4.277265,WPA2
002417B214CF,55.86454,-4.271227,WPA2
001C10F6BCAD,55.865686,-4.272314,WPA2
1CBDB98E14DA,55.865686,-4.272314,WPA
C03F0EBEEA1F,55.862462,-4.270657,WPA2
C03F0ECCD5F0,55.860236,-4.273643,WPA2
001CDFB57DB3,55.865549,-4.271968,None
30469A7C6AF1,55.865549,-4.271968,WPA2
0026910060ED,55.86454,-4.271227,WPA
008B5D96D9E2,55.865686,-4.272314,WPA2
34EF44CC4C4B,55.860229,-4.277265,WPA
00223F57F802,55.864677,-4.271335,WPA
0026442181FB,55.863987,-4.271133,WPA2
0024B2309DFA,55.865746,-4.273027,WPA
00223F60C416,55.865549,-4.271968,WPA
001E2AED8532,55.860048,-4.271948,None
002417946A65,55.865549,-4.271968,WEP
30469A7EB4E0,55.863397,-4.271031,WPA2
F07D68412D96,55.865549,-4.271968,WPA
001E2A15A0B4,55.860261,-4.274849,None
068B5D96D9E2,55.865686,-4.272314,None
0A8B5D96D9E2,55.865686,-4.272314,None
002401C6E590,55.865686,-4.272314,WPA2
00223FCE428A,55.865686,-4.272314,WPA
000352DF6121,55.860516,-4.270742,None
001FCA5F6200,55.863987,-4.271133,WEP
000352DFC331,55.862368,-4.270658,None
002417A4B615,55.863987,-4.271133,WPA2
5CD99803CA69,55.863397,-4.271031,WPA2
94445299685F,55.865686,-4.272314,WPA2
002275A5C16E,55.862368,-4.270658,WPA2
F07D686D0B34,55.864677,-4.271335,WPA2
30469A7C5ECA,55.865257,-4.271736,WPA2
008B5D93952A,55.862368,-4.270658,WPA2
000352DFA821,55.862279,-4.270684,None
30469A7F49F8,55.865686,-4.272314,WPA2
002417AF9D55,55.864677,-4.271335,WPA2
00146CA8AE5C,55.865581,-4.280081,None
001B2F5E53F6,55.865013,-4.278967,WPA2
0224176405D3,55.865347,-4.28022,None
002104D8C1FA,55.86529,-4.275761,WPA2
0014956575D9,55.865581,-4.280081,WPA2
0024B2409AFC,55.865716,-4.273995,WPA
002417CB3443,55.86529,-4.275761,WPA2
00085CA64336,55.865581,-4.280081,None
001F9F729BD5,55.865013,-4.278967,WPA2
022417CB3445,55.86529,-4.275761,None
002719C5F84C,55.865716,-4.273995,WPA2
0014BFC8A536,55.86529,-4.275761,WPA2
002569653F68,55.865013,-4.278967,WPA
002650A34889,55.865929,-4.278809,WEP
001EC731B2D1,55.865929,-4.278809,WEP
001CDFD79935,55.865013,-4.278967,None
001B2FEE1EE2,55.865347,-4.28022,WEP
1CAFF73876C8,55.865013,-4.278967,WPA2
1CBDB9AF77DA,55.86516,-4.276282,WPA2
00264407869B,55.86516,-4.276282,WEP
0018F695D859,55.86516,-4.276282,WEP
38E7D81C3C50,55.865929,-4.278809,WPA
001E108524B7,55.865583,-4.27496,WEP
C03F0ED19614,55.865716,-4.273995,WPA2
0018F6095BD7,55.865746,-4.273027,WEP
0218F695D85A,55.86516,-4.276282,None
00146CB5F732,55.86529,-4.275761,WEP
001B2FB07126,55.86529,-4.275761,WPA2
0026F24ADFF7,55.865347,-4.28022,WPA2
001F9F14EEC5,55.86516,-4.276282,WEP
000FCBAF4462,55.865028,-4.280193,WEP
0026B6C5B553,55.86516,-4.276282,WPA2
00507F62F788,55.86529,-4.275761,WPA2
001EC731B2D3,55.865929,-4.278809,WPA
0090D0EF33D3,55.865929,-4.278809,WPA2
002417C52009,55.865013,-4.278967,WPA2
002650A3488B,55.865929,-4.278809,WPA
0224176405D2,55.865347,-4.28022,None
000D937EFED3,55.865581,-4.280081,None
002417AB3A25,55.86516,-4.276282,WEP
B0E75403EC4B,55.865929,-4.278809,WPA
0018F677E0F7,55.86516,-4.276282,WEP
0014A99D1600,55.865581,-4.280081,WPA2
001150FDF4FB,55.86516,-4.276282,WPA
002348652328,55.865716,-4.273995,WPA
002417F49EE9,55.86516,-4.276282,WPA2
B482FE81AFED,55.865013,-4.278967,WPA2
0022B05C7AAF,55.865013,-4.278967,WPA2
0024B2F90AA0,55.865347,-4.28022,WPA2
002436AB8721,55.865929,-4.278809,WPA2
001150BA1A8A,55.86529,-4.275761,WPA
002417DE5B5B,55.865013,-4.278967,WPA2
022417F49EEB,55.86516,-4.276282,None
1CAFF767DCFA,55.865347,-4.28022,WPA2
0024B29F96E4,55.865013,-4.278967,WPA
00507F6B4C40,55.865581,-4.280081,WPA2
002417197841,55.865013,-4.278967,WEP
000FB524C3CA,55.86529,-4.275761,WPA
001D686A6D01,55.865581,-4.280081,WEP
1CAFF774F272,55.865013,-4.278967,WPA2
002417AB1C03,55.86529,-4.275761,WPA2
0027191ECDA4,55.86529,-4.275761,None
30469A7E38D8,55.865013,-4.278967,WPA2
1CAFF7296BBE,55.86516,-4.276282,WPA2
002129AF2511,55.865013,-4.278967,WPA
00223F560A10,55.865028,-4.280193,WPA2
00256993FE65,55.86516,-4.276282,WPA
F07D686A374D,55.86529,-4.275761,WPA2
0025562E2087,55.865013,-4.278967,WPA2
00253CB96DE9,55.865716,-4.273995,WPA2
001E2A110FB0,55.865716,-4.273995,WPA
002417342543,55.866077,-4.276532,WEP
0026443F55AC,55.866373,-4.27451,WEP
0A8B5D9EDBE2,55.866453,-4.273756,None
00507F917128,55.865929,-4.278809,WPA2
00146CF01ECA,55.866102,-4.276907,WPA
0024B274901A,55.866143,-4.275895,WPA2
002351D1ABE1,55.866294,-4.275448,WEP
00184DC6FF86,55.866294,-4.275448,WEP
001F9F73E3AD,55.865929,-4.278809,WPA2
002417321CA7,55.866102,-4.276907,WPA2
0011508147C2,55.866091,-4.276132,WEP
000FB5B5D700,55.866102,-4.276907,WPA
00B00C1A1BE0,55.866032,-4.277735,WPA
B0E75403EC49,55.865929,-4.278809,WEP
34EF44D24DE9,55.866373,-4.27451,None
002351D1ABE3,55.866294,-4.275448,WPA
001E2AFD53B7,55.866077,-4.276532,WPA2
000FB5572624,55.866032,-4.277735,WEP
E8BE816F5185,55.866102,-4.276907,WEP
001B2F44B577,55.865929,-4.278809,WEP
001485D9659E,55.866077,-4.276532,WEP
34EF44BB2419,55.866373,-4.27451,WEP
022417E5DD5C,55.866077,-4.276532,None
002417E5DD5B,55.866077,-4.276532,WPA2
00217C1BA271,55.866077,-4.276532,WEP
0024B240449D,55.866373,-4.27451,WPA2
C03F0E4C54EE,55.866373,-4.27451,WPA
0026443C493C,55.866294,-4.275448,WPA2
B0E754101BA1,55.866032,-4.277735,WEP
00507FA16BB8,55.866294,-4.275448,WPA
022417E5DD5D,55.866077,-4.276532,None
0024171AB12B,55.866294,-4.275448,WPA2
002650DB30E1,55.866102,-4.276907,WEP
00253CC876F9,55.866294,-4.275448,WEP
00507FA17BD8,55.866503,-4.273455,None
0024564F5951,55.866091,-4.276132,WEP
0024564F72E9,55.865929,-4.278809,WEP
002650787CD4,55.866373,-4.27451,None
0624B240449D,55.866373,-4.27451,WPA2
00197D112313,55.866414,-4.273492,WPA
B0E75403EC4C,55.865929,-4.278809,None
34EF44D24DEB,55.866373,-4.27451,WPA
0015E9723A5E,55.866077,-4.276532,WPA
00217C1BA273,55.866077,-4.276532,WPA
001F9FECACF9,55.866077,-4.276532,WEP
9444520D2F4F,55.866077,-4.276532,WPA2
00E04D6D67B6,55.866414,-4.273492,WPA2
60334BE3DBDB,55.866294,-4.275448,WPA2
404A03CE8F22,55.866077,-4.276532,None
000FB5D64BF0,55.865929,-4.278809,WEP
002650DB30E3,55.866102,-4.276907,WPA
34EF44BB241B,55.866373,-4.27451,WPA
0024564F5953,55.866091,-4.276132,WPA
00253CC876FB,55.866294,-4.275448,WPA
B0E7540921B1,55.866294,-4.275448,WPA2
001F9FCDC6CB,55.866102,-4.276907,WPA2
0024564F72EB,55.865929,-4.278809,WPA
B482FEB1F91E,55.866294,-4.275448,WPA2
001601A1EBF5,55.866032,-4.277735,WPA2
002650DB30E4,55.866102,-4.276907,None
00507F9E3E10,55.866453,-4.273756,WPA
34EF44D24DEC,55.866453,-4.273756,None
001CDF139EA1,55.866091,-4.276132,WPA
0024564F5954,55.866091,-4.276132,None
001E527AA840,55.866077,-4.276532,WPA2
002129945AED,55.866091,-4.276132,WEP
001D686B6377,55.866143,-4.275895,WEP
008B5D9EDBE2,55.866373,-4.27451,WPA2
B0E754101BA3,55.866032,-4.277735,WPA
0024564F72EC,55.866102,-4.276907,None
001F9F0413E3,55.866091,-4.276132,WEP
00197D30EAA8,55.866414,-4.273492,WPA
000352DFD080,55.86489,-4.270134,None
00253C57B289,55.86489,-4.270134,WEP
34EF443FAA3B,55.866414,-4.273492,WPA
34EF443FAA39,55.866414,-4.273492,WEP
002650436051,55.86489,-4.270134,WEP
002417C60299,55.866469,-4.273544,WPA2
00507FA74C68,55.86648,-4.273446,WPA
002650436053,55.86489,-4.270134,WPA
001CB3BA2908,55.864434,-4.270376,None
00115041FDD5,55.866551,-4.273424,WPA2
0A8B5DB7CABA,55.866414,-4.273492,None
001B9E82EBB0,55.86648,-4.273446,WEP
008B5DB7CABA,55.866414,-4.273492,WPA2
00223F5196B2,55.866414,-4.273492,WPA
00253C57B28B,55.86489,-4.270134,WPA
00253C57B28C,55.86489,-4.270134,None
022417C6029A,55.866469,-4.273544,None
001B2F3CC3A2,55.866469,-4.273544,WPA2
022417C6029B,55.866469,-4.273544,None
000352DFC551,55.865277,-4.270042,None
000D97004704,55.865221,-4.27002,None
0014517749AB,55.866469,-4.273544,WPA2
0001E3EFEC5A,55.866414,-4.273492,WPA2
30469A7BB255,55.873011,-4.29623,WPA2
0026441EE527,55.824858,-4.205623,WPA2
0022B05EDEA8,55.824858,-4.205623,WPA2
001F330451DC,55.824858,-4.205623,WPA
0026509318AB,55.824858,-4.205623,WPA
0026509318AC,55.824858,-4.205623,None
001AC11624D2,55.824858,-4.205623,WEP
0026509318A9,55.824858,-4.205623,WEP
001570E22050,55.824858,-4.205623,WPA2
001E74A76785,55.824858,-4.205623,WPA
001D7EBCEB00,55.824858,-4.205623,WEP
0015705EE8B8,55.824858,-4.205623,WPA
00242BE3DF6B,55.824858,-4.205623,WPA2
00265A214CCC,55.869264,-4.259609,WEP
34EF44BA8399,55.849488,-4.115732,WEP
34EF44BA839B,55.849455,-4.115819,WPA
00022D1D6E98,55.849488,-4.115732,None
34EF44BA839C,55.849488,-4.115732,None
001AE3BBB710,55.859255,-4.267922,None
001AE3BB0030,55.859313,-4.268227,None
002417EE3585,55.859313,-4.268227,WPA2
022417F453AB,55.859313,-4.268227,None
022417EE3587,55.859255,-4.267922,None
001AE3BA8670,55.859192,-4.267838,None
002417F453A9,55.859255,-4.267922,WPA2
002417F2F49D,55.802467,-4.235993,WPA2
00223F624516,55.802467,-4.235993,WPA
1CBDB9A985EC,55.802467,-4.235993,WEP
00223FC50CBE,55.872462,-4.282334,WPA
001F333F3E8E,55.872462,-4.282334,WPA
000E5842DD0F,55.872462,-4.282334,WEP
000FCBB3E375,55.860955,-4.250052,WEP
00265097101B,55.860955,-4.250052,WPA
001B5BCD1ED3,55.860955,-4.250052,WPA
00507F9B7D98,55.860955,-4.250052,WEP
001C58417730,55.860955,-4.250052,WPA
001B5BCD1ED1,55.860955,-4.250052,WEP
002650971019,55.860955,-4.250052,WEP
00265097101C,55.860955,-4.250052,None
00245643F14B,55.860955,-4.250052,WPA
00245643F149,55.860955,-4.250052,WEP
00265A7AC428,55.860955,-4.250052,WPA2
022417E2F803,55.777889,-3.978312,None
022417E2F802,55.777889,-3.978312,None
002417E2F801,55.777889,-3.978312,WPA2
0002CFE470C0,55.836864,-4.511696,WPA
001F337F7D46,55.861764,-4.256642,WEP
0001E3F6FCF9,55.804826,-4.353028,WPA2
001124ECCB67,55.884093,-4.296506,WPA2
0023050F1C62,55.873631,-4.292156,None
0023050F4A32,55.873631,-4.292156,None
0015706E7E20,55.871138,-4.361735,WPA2
001E108C4C2C,55.861508,-4.290989,WEP
001E108E200D,55.861508,-4.290989,WPA
00235E767F70,55.759667,-4.175839,WPA2
0A8B5DB542BA,55.907692,-4.40791,None
00270D388C58,55.858328,-4.246436,WPA
00270D3884D0,55.858328,-4.246436,WPA
9CAFCAE9E948,55.858328,-4.246436,WPA
001B54EC9B90,55.819762,-4.022065,WEP
9021557218E9,55.907679,-4.408237,WPA
00254B03F147,55.820198,-4.279331,WPA2
0012176B05E8,55.858973,-4.268253,WPA2
001A30BBF3A0,55.858973,-4.268253,None
000FB5EF4F8A,55.858973,-4.268253,WPA
1CAFF7437BE2,55.834245,-4.502758,WPA2
0016B6A38AE4,55.83429,-4.502735,WEP
001839A2E28A,55.834245,-4.502758,WPA2
0026F2E33F12,55.834245,-4.502758,WPA
002275022D77,55.834457,-4.502137,None
30469A7C0A2D,55.83429,-4.502735,WPA2
001150848A31,55.787329,-3.986334,WEP
001495F0D103,55.787737,-3.986711,WPA
00183FF46143,55.787737,-3.986711,WPA
00183FF46141,55.787663,-3.986817,WEP
0A8B5D86E5E2,55.787837,-3.986699,None
0024B24B1A7E,55.787837,-3.986699,WPA
068B5D86E5E2,55.787737,-3.986711,None
008B5D86E5E2,55.787656,-3.987004,WPA2
001B2F997624,55.787837,-3.986699,WPA
001495F0D101,55.787656,-3.987004,WEP
00223FC2E224,55.787837,-3.986699,WPA
003A984080D2,55.787579,-3.986865,WPA2
000C767072E9,55.861445,-4.256657,WPA
0021D84352D0,55.861445,-4.256657,WPA2
0023689DD1D0,55.860631,-4.255649,WPA2
00217C8A8921,55.860631,-4.255649,WEP
001601A12500,55.860631,-4.255649,WPA
0021D87FB3A0,55.861445,-4.256657,WPA2
000B8588EB6F,55.859975,-4.255618,None
0002A52EF1F8,55.859975,-4.255618,None
B0E75415AC93,55.860631,-4.255649,WPA
B0E754329374,55.860631,-4.255649,None
34EF442791C4,55.860631,-4.255649,None
0021D8BEAAE0,55.861445,-4.256657,WPA2
001AC4DD17E9,55.860631,-4.255649,WEP
0019E43C0E9C,55.859975,-4.255618,None
001AC4CD8CD9,55.860631,-4.255649,WEP
00160159B643,55.860631,-4.255649,WEP
0013493BB099,55.860631,-4.255649,WEP
00217C8A8923,55.860631,-4.255649,WPA
0021D8BEB000,55.861445,-4.256657,WPA2
001D68EE122B,55.859975,-4.255618,WEP
0019E43C0E9B,55.859975,-4.255618,WPA
001CB0EA1A40,55.861445,-4.256657,WPA2
B0E75415AC91,55.860631,-4.255649,WEP
002417947503,55.860631,-4.255649,WEP
34EF442791C3,55.860631,-4.255649,WPA
00217C190B1B,55.860631,-4.255649,WPA
001C10F764B8,55.860631,-4.255649,WPA2
00146CAB51C2,55.860631,-4.255649,WPA
00B0C6004B66,55.860631,-4.255649,WPA
0021D84353A0,55.861445,-4.256657,WPA2
00183FF1D73B,55.860631,-4.255649,WPA
34EF442791C1,55.860631,-4.255649,WEP
B0E754329373,55.860631,-4.255649,WPA
001CB0EA2220,55.861445,-4.256657,WPA2
001AC4DD17EB,55.860631,-4.255649,WPA
002436A6EB5F,55.860631,-4.255649,WPA2
0019E43C0E99,55.859975,-4.255618,WEP
001F33399ECC,55.861445,-4.256657,WPA2
00A0F8C591CE,55.860631,-4.255649,WEP
9444527D8A80,55.859975,-4.255618,WEP
001CB0EA21A0,55.861445,-4.256657,WPA2
34EF44D92041,55.859975,-4.255618,WEP
00507F662790,55.859975,-4.255618,WPA2
B0E754089933,55.861073,-4.257056,WPA
0026996C3340,55.859975,-4.255618,WPA
B0E754329371,55.859975,-4.255618,WEP
022417A7E163,55.859975,-4.255618,None
001AC4CD8CDB,55.860631,-4.255649,WPA
00184D40C198,55.859975,-4.255618,WPA
00183FF1D739,55.860631,-4.255649,WEP
00217C190B19,55.860631,-4.255649,WPA
001A709F808C,55.861073,-4.257056,WEP
0014BFC326AC,55.781171,-3.980979,WEP
0026B61E471C,55.781101,-3.981005,WPA2
001E2AF05B90,55.781081,-3.981055,WPA
0A8B5DB5E48A,55.781081,-3.981055,None
00223F504A2E,55.781111,-3.981034,WPA
068B5DB5E48A,55.781081,-3.981055,None
B0E7545A5263,55.781171,-3.980979,WPA
0026F2710C5C,55.781101,-3.981005,WPA
008B5DB5E48A,55.781081,-3.981055,WPA2
00E04D1F8AFA,55.781124,-3.981006,WPA2
000F3D65BF9E,55.781081,-3.981055,None
000F3DB6C398,55.781081,-3.981055,WPA
0026447DFD16,55.837786,-4.255362,None
0026447DFD17,55.837786,-4.255362,None
0026447DFD15,55.837786,-4.255362,None
002650A23551,55.832332,-4.248647,WPA
1CAFF7CE01E9,55.832332,-4.248647,WPA
002650A23554,55.832332,-4.248647,None
002650A23553,55.832332,-4.248647,WPA
001AA2BF92F0,55.83774,-4.255149,WEP
1CAFF7697926,55.831051,-4.249903,WPA2
00173FAA9626,55.831051,-4.249903,None
00234E5CB47D,55.831051,-4.249903,WPA2
062569FA189A,55.831051,-4.249903,None
002417B3B0D9,55.831051,-4.249903,WEP
C0D0442F3EBE,55.831051,-4.249903,WPA
0022B069C5E8,55.831051,-4.249903,WPA
02242C9F7048,55.831051,-4.249903,None
002348E34A66,55.831051,-4.249903,WPA
F07D68191821,55.831051,-4.249903,WPA2
0024B2435FD8,55.831051,-4.249903,WPA
B482FE81CDA7,55.831051,-4.249903,WPA2
00146CB55CCE,55.831051,-4.249903,WPA
02242C9F7049,55.831051,-4.249903,None
001B9E647401,55.831051,-4.249903,WPA
1CAFF701CD6C,55.831051,-4.249903,WPA2
002644457B13,55.831051,-4.249903,WEP
00E04D1D8A4A,55.831051,-4.249903,WPA2
0024B2F8690A,55.831051,-4.249903,WPA
001E4C93E90E,55.831051,-4.249903,WPA
002569FA189A,55.831051,-4.249903,WPA2
001B2F39D0C2,55.831051,-4.249903,WPA
062104DF5532,55.831051,-4.249903,None
0A2569FA189A,55.831051,-4.249903,None
001F95A3F206,55.831051,-4.249903,WPA
0026F200601E,55.831051,-4.249903,WPA2
00242C9F7047,55.831051,-4.249903,WPA2
001F9FE9C885,55.831051,-4.249903,WEP
002644628BAD,55.831051,-4.249903,WEP
0001E3EE6AFE,55.831051,-4.249903,WPA2
00264413DA83,55.831051,-4.249903,WEP
001D68ECA8B3,55.831051,-4.249903,WEP
0024B24802E0,55.831051,-4.249903,WPA
001D68048623,55.831051,-4.249903,WEP
00184D105BCC,55.831051,-4.249903,WPA
001F33061190,55.831051,-4.249903,WPA
B482FE949299,55.831051,-4.249903,WPA2
0024B230AA76,55.831051,-4.249903,WPA
C0D04434D243,55.831051,-4.249903,WPA
00E04D165558,55.831051,-4.249903,WPA2
00184D419C22,55.831051,-4.249903,None
0026F284ED16,55.831051,-4.249903,WPA2
E839DF0C6054,55.831051,-4.249903,WPA2
00256920D46D,55.831051,-4.249903,WPA
002104DF5532,55.831051,-4.249903,WPA2
0022B05B435F,55.831051,-4.249903,WPA
00234EAD8F6A,55.831051,-4.249903,WPA2
0025693A0309,55.831051,-4.249903,WPA
0022B073C3BC,55.831051,-4.249903,WPA
4C549951C89E,55.831051,-4.249903,WPA
001F9F4B70C9,55.831051,-4.249903,WEP
00184D40BDE6,55.858941,-4.532869,WEP
0016E35B4474,55.795656,-4.332006,WEP
00147FBA9AA6,55.795622,-4.331856,WEP
0026B63F2DD9,55.907659,-4.408139,WPA2
001F338BB1DA,55.907659,-4.408139,WPA
0019E07A04F0,55.907659,-4.408139,WPA2
00147FA8F555,55.81009,-4.063809,WEP
001E746C2C10,55.817015,-4.348464,WPA
001F9F44FA03,55.871156,-4.185765,WEP
1CBDB987986C,55.87149,-4.186686,WPA2
00184DFA9DF0,55.87149,-4.186686,WPA
1CBDB93DFBCB,55.87149,-4.186686,WPA2
002417C5720F,55.87149,-4.186686,WPA2
0090D02A713E,55.871156,-4.185765,WPA2
000FB557F5CC,55.87142,-4.186466,WEP
002104D89B3A,55.87142,-4.186466,WPA2
B482FE00D91C,55.87142,-4.186466,WPA2
1CAFF76E47A8,55.87142,-4.186466,WPA2
0022B0E33014,55.87142,-4.186466,WPA2
0022A48411C1,55.870975,-4.185833,WEP
0090D04B3076,55.870975,-4.185833,WPA
068B5DB1E4F2,55.870975,-4.185833,None
008B5DB1E4F2,55.870975,-4.185833,WPA2
0A8B5DB1E4F2,55.870498,-4.184628,None
0024B233F10E,55.870498,-4.184628,WPA2
001B2F452BB0,55.871185,-4.186043,WPA
C0D044251FA1,55.87049,-4.186974,WPA
0090D057327D,55.871142,-4.188217,WPA
0022A4928F29,55.871142,-4.188217,WPA2
000F66EDB374,55.769144,-4.090666,WPA2
0018F84C698B,55.769144,-4.090666,WEP
00265A928D20,55.810616,-4.13315,WPA2
0024A5706208,55.811166,-4.074846,WPA
0024A570620C,55.811166,-4.074846,WPA2
00258624B3DC,55.811166,-4.074846,WEP
0024A5706209,55.811166,-4.074846,WPA
940C6D102406,55.811166,-4.074846,WPA2
0024A570620A,55.811166,-4.074846,WEP
D85D4C1CB082,55.811166,-4.074846,WEP
081073050100,55.811166,-4.074846,WPA2
940C6D4F6B8C,55.811166,-4.074846,WEP
0024011CFA5E,55.811166,-4.074846,WEP
D85D4C572B12,55.811166,-4.074846,WPA2
001D0F659220,55.811166,-4.074846,WEP
001B2FA9557D,55.869248,-4.280388,WPA
001EC7316C41,55.869248,-4.280388,WEP
002417A5F043,55.869248,-4.280388,WPA2
008B5DAD408A,55.869248,-4.280388,WPA2
001F9FEBD315,55.869248,-4.280388,WPA2
00223FB2F694,55.869248,-4.280388,WPA
00242C9F4331,55.869248,-4.280388,WPA2
0025691E6FD2,55.869248,-4.280388,WPA
0018F6748861,55.869248,-4.280388,WEP
0026912F700B,55.869248,-4.280388,WPA
00147FBB7E82,55.869248,-4.280388,WEP
001CDF20C869,55.869248,-4.280388,WPA2
C0D0442EC87E,55.869248,-4.280388,WPA
001EC7316C43,55.869248,-4.280388,WPA
00265A7D5E4D,55.869248,-4.280388,WPA2
00804868A2D7,55.861598,-4.249812,WPA
00146CE08EA8,55.861619,-4.24987,WPA
000FB57F344E,55.861615,-4.249831,WPA2
0024B2BB2E34,55.868978,-4.280352,WPA2
0A2104AADC72,55.868978,-4.280352,None
001B2F935BEA,55.868978,-4.280352,WPA
0005B4086E25,55.868978,-4.280352,None
062104AADC72,55.868978,-4.280352,None
F07D6871091C,55.868978,-4.280352,WPA2
001150854E66,55.868978,-4.280352,WEP
002104AADC72,55.868978,-4.280352,WPA2
34EF44FFE1E1,55.933297,-4.004772,WEP
60334BE028D1,55.9365,-4.520274,WPA2
4C5499683CAD,55.9365,-4.520274,WPA
022417EDD867,55.826635,-4.258003,None
F07D684AAE76,55.826635,-4.258003,WPA2
002569880C18,55.826635,-4.258003,WPA
00184D016864,55.826635,-4.258003,WPA
001B2F4D4030,55.826635,-4.258003,WPA2
022417EDD866,55.826635,-4.258003,None
0026F2011B02,55.826635,-4.258003,WPA
1CAFF744C61C,55.826686,-4.258055,WPA2
002417EDD865,55.826635,-4.258003,WPA2
00173F06623A,55.826635,-4.258003,WEP
0024B29A712C,55.826635,-4.258003,WPA
1CAFF7458E58,55.826635,-4.258003,WPA2
1CBDB92712C8,55.836138,-4.266224,None
B0E7544344BB,55.872945,-4.303649,WPA
022417F8472B,55.872945,-4.303649,None
022417F8472A,55.872945,-4.303649,None
B0E7544344B9,55.872945,-4.303649,WPA2
6416F0C8E333,55.862721,-4.249108,WPA
000FB5B0635E,55.81015,-4.063847,WEP
002650EA4EC3,55.866079,-4.269161,WPA
001601A140BC,55.866079,-4.269161,WEP
002650EA4EC4,55.866079,-4.269161,None
002650EA4EC1,55.866079,-4.269161,WEP
00223F42161E,55.866079,-4.269161,WEP
0A8B5D9D9C2A,55.866079,-4.269161,None
008B5D9D9C2A,55.866079,-4.269161,WPA2
068B5D9D9C2A,55.866079,-4.269161,None
0022752AA34F,55.817147,-4.201318,WPA
002417BB0D5F,55.835433,-3.97993,WPA2
002644068D93,55.835433,-3.97993,None
0017A4A2E3BB,55.835433,-3.97993,None
001A1E9B2C41,55.863436,-4.430429,None
001A1E9B2BA1,55.863436,-4.430429,None
001A1E9B2BA0,55.863436,-4.430429,WPA2
068B5DB02F2A,55.876112,-4.292696,None
00226BE4197D,55.876111,-4.292681,WPA2
0026447B8679,55.876111,-4.292691,WEP
001F3305D300,55.876111,-4.292691,WPA
068B5DAEE3BA,55.876111,-4.292691,None
0026442BEB55,55.876111,-4.292691,WEP
1CAFF77AD084,55.87611,-4.292673,WPA
022417F1B275,55.87611,-4.292673,None
022417F1B274,55.876113,-4.292696,None
B0E75420CF53,55.876115,-4.292691,WPA
B0E75420CF54,55.876111,-4.292691,None
00173F4BAC3C,55.876111,-4.292691,WEP
068B5D9AAE82,55.876115,-4.292691,None
00E04D155508,55.85665,-4.079482,WPA2
00173FDD3723,55.85665,-4.079482,WPA2
001D7E368D69,55.855487,-4.089083,WEP
30469A7FA136,55.856612,-4.077522,WPA2
0026F2483346,55.856384,-4.082686,None
001E74A3AE10,55.856577,-4.078267,WPA
B0E75420B8FB,55.864276,-4.432777,WPA
B0E75420B8F9,55.864276,-4.432777,WEP
B0E75420B8FC,55.864276,-4.432777,None
0027194AD9DC,55.88411,-4.296677,WEP
0222694CBDA1,55.865197,-4.270021,None
001FCA5F5DA0,55.865197,-4.270021,WEP
000352DF9E21,55.865161,-4.270023,None
0022A48040CB,55.865161,-4.270023,WPA
0022A48040C9,55.865161,-4.270023,WEP
000352DFA350,55.866414,-4.273492,None
0222694CBDA0,55.865197,-4.270021,None
001D7E085140,55.865197,-4.270021,WPA2
000352DFA351,55.866414,-4.273492,None
000352DF9B11,55.865197,-4.270021,None
000352DFCE11,55.865197,-4.270021,None
00157051466C,55.865197,-4.270021,WPA
00234E27BE07,55.861676,-4.373546,WPA2
0A8B5DBD914A,55.861676,-4.373546,None
068B5DBD914A,55.861676,-4.373546,None
008B5DBD914A,55.861676,-4.373546,WPA2
00192FAE34D0,55.865697,-4.266064,WPA
002417E1C879,55.831018,-4.072408,WPA2
001FE2C2A8EE,55.831018,-4.072408,WPA2
00507FBAF3F8,55.831018,-4.072408,WPA
001B2F9F45B0,55.8311,-4.07231,WPA
001D68ACF9C9,55.831086,-4.072313,WEP
001B2F46273C,55.831018,-4.072408,WPA
001E2A216C3E,55.830933,-4.072491,WPA
001B2F79E846,55.8311,-4.07231,WPA
00184DB4A2E4,55.884402,-4.444799,WPA
0002CF8C7491,55.876945,-4.370694,WPA
001E2A212464,55.821803,-4.147307,WEP
001F9F423E25,55.915834,-4.355659,WPA2
00197D9F29BA,55.915834,-4.355659,WPA
00223F4F0C5C,55.915834,-4.355659,WPA
0024B2486732,55.917317,-4.366258,WPA
022417CB45EB,55.773996,-4.304953,None
0018E7586F92,55.773996,-4.304953,WPA
002417CB45E9,55.774012,-4.304978,WPA2
022417CB45EA,55.773996,-4.304953,None
001B9EE20901,55.90933,-4.342288,WEP
001B2F45C480,55.90933,-4.342288,WPA
008B5DA40C02,55.90933,-4.342288,WPA2
001F9F8665D3,55.90933,-4.342288,WEP
0019E09816F2,55.910839,-4.336405,WEP
002650F099A1,55.910839,-4.336405,WEP
00242B75E871,55.910839,-4.336405,WPA2
00194B96526A,55.910839,-4.336405,WPA
